"gamedate","year","season","gametype","team1","r1_before","score1","score2","team2","r2_before","E1","delta"
"2004-09-13",2004,"秋","東京六大学","早稲田",1592.9627008722593,0,5,"法政",1486.0163327859907,0.6343454093826895,-28.902344195289725
"2004-09-13",2004,"秋","東京六大学","東大",1244.2327836534812,7,8,"明治",1624.834352237567,0.12398925413923735,4.33696676908964
"2004-09-18",2004,"秋","東京六大学","東大",1248.569750422571,1,18,"慶應",1550.196143359505,0.1765861900980049,-8.810732064458032
"2004-09-18",2004,"秋","東京六大学","立教",1501.7576870911969,5,5,"法政",1514.9186769812804,0.48304652017268723,0.8476739913656384
"2004-09-19",2004,"秋","東京六大学","慶應",1559.006875423963,17,3,"東大",1239.7590183581128,0.8375331820220583,8.056453875940317
"2004-09-19",2004,"秋","東京六大学","法政",1514.0710029899149,6,3,"立教",1502.6053610825625,0.514858176423843,18.462577267079013
"2004-09-20",2004,"秋","東京六大学","立教",1484.1427838154834,8,9,"法政",1532.533580256994,0.4372524135377469,-11.326191200835838
"2004-09-25",2004,"秋","東京六大学","慶應",1567.0633292999034,6,6,"立教",1472.8165926146476,0.6198438694433612,-5.992193472168061
"2004-09-25",2004,"秋","東京六大学","早稲田",1564.0603566769696,11,4,"明治",1620.4973854684772,0.4271364856538304,27.36910427153991
"2004-09-26",2004,"秋","東京六大学","明治",1593.1282811969372,5,6,"早稲田",1591.4294609485096,0.5022210712682014,-14.574624087358561
"2004-09-26",2004,"秋","東京六大学","立教",1478.8087860868156,6,1,"慶應",1561.0711358277354,0.3943390596693334,27.468120742688573
"2004-09-28",2004,"秋","東京六大学","慶應",1533.6030150850468,6,4,"立教",1506.2769068295042,0.5357642979426949,15.247718582702497
"2004-10-02",2004,"秋","東京六大学","東大",1231.7025644821724,0,2,"早稲田",1606.0040850358682,0.124482172054044,1.739957917460555
"2004-10-02",2004,"秋","東京六大学","法政",1543.8597714578298,16,8,"明治",1578.5536571095786,0.45443330549950983,26.433538625551346
"2004-10-06",2004,"秋","東京六大学","早稲田",1604.2641271184077,8,0,"東大",1233.442522399633,0.8746706384437951,5.421671978337078
"2004-10-06",2004,"秋","東京六大学","明治",1552.1201184840272,2,11,"法政",1570.2933100833811,0.47596785508945016,-23.24140448588802
"2004-10-10",2004,"秋","東京六大学","法政",1593.5347145692692,2,3,"慶應",1548.8507336677492,0.5586845533752153,-17.397798192709256
"2004-10-10",2004,"秋","東京六大学","立教",1491.0291882468018,0,1,"東大",1228.0208504212958,0.7999333482739149,-29.46023793764424
"2004-10-11",2004,"秋","東京六大学","慶應",1566.2485318604583,5,1,"法政",1576.13691637656,0.4868943075311596,21.56825713458761
"2004-10-11",2004,"秋","東京六大学","東大",1257.48108835894,2,8,"立教",1461.5689503091576,0.2533935303295275,-10.764275685660738
"2004-10-12",2004,"秋","東京六大学","立教",1472.3332259948183,7,5,"東大",1246.7168126732793,0.7685347006723549,3.609198446219497
"2004-10-16",2004,"秋","東京六大学","慶應",1587.816788995046,0,3,"明治",1528.8787139981391,0.5775791491648817,-23.08444354651525
"2004-10-16",2004,"秋","東京六大学","早稲田",1609.6857990967449,2,1,"立教",1475.942424441038,0.6710505962101211,5.911040713442439
"2004-10-17",2004,"秋","東京六大学","明治",1551.9631575446545,0,8,"慶應",1564.7323454485306,0.4829863740096379,-23.304522601008728
"2004-10-17",2004,"秋","東京六大学","立教",1470.0313837275955,2,5,"早稲田",1615.5968398101872,0.31448207043523024,-9.929589610032675
"2004-10-18",2004,"秋","東京六大学","慶應",1588.0368680495394,6,1,"明治",1528.6586349436457,0.5788177376022808,18.244186846041206
"2004-10-23",2004,"秋","東京六大学","東大",1243.1076142270597,0,9,"法政",1554.5686592419725,0.1594286239910769,-7.414442930969358
"2004-10-23",2004,"秋","東京六大学","立教",1460.1017941175628,1,2,"明治",1510.4144480976045,0.43251222648000764,-11.089181847948874
"2004-10-24",2004,"秋","東京六大学","明治",1521.5036299455533,5,2,"立教",1449.012612269614,0.596941625142957,14.35840483112331
"2004-10-24",2004,"秋","東京六大学","法政",1561.983102172942,10,1,"東大",1235.6931712960904,0.8518137970101298,6.852321880909024
"2004-10-27",2004,"秋","東京六大学","立教",1434.6542074384906,4,1,"慶應",1606.2810548955806,0.28342888326452603,30.034041925044864
"2004-10-31",2004,"秋","東京六大学","早稲田",1625.52642942022,3,4,"慶應",1576.2470129705357,0.5656858887135134,-17.747864959624167
"2004-11-01",2004,"秋","東京六大学","慶應",1593.9948779301599,8,2,"早稲田",1607.7785644605958,0.48145647547465015,24.021775395451858
"2005-04-09",2005,"春","東京六大学","慶應",1618.0166533256117,5,3,"東大",1228.8408494151813,0.8681318563600144,-1.3706593381634824
"2005-04-09",2005,"春","東京六大学","早稲田",1583.756789065144,9,2,"立教",1464.6882493635355,0.6413512300405545,16.658367052203705
"2005-04-10",2005,"春","東京六大学","東大",1230.2115087533448,0,1,"慶應",1616.6459939874483,0.13151312337571305,3.960773307265855
"2005-04-10",2005,"春","東京六大学","立教",1448.029882311332,2,0,"早稲田",1600.4151561173476,0.32079476878539953,25.99619504056726
"2005-04-12",2005,"春","東京六大学","早稲田",1574.4189610767803,2,0,"立教",1474.0260773518992,0.622026692226313,10.934598868521588
"2005-04-16",2005,"春","東京六大学","明治",1535.8620347766766,5,1,"立教",1463.0914784833776,0.5893323519530885,16.446354913491163
"2005-04-16",2005,"春","東京六大学","東大",1234.1722820606105,0,4,"法政",1568.835424053851,0.16379671703846416,-4.102808363068797
"2005-04-17",2005,"春","東京六大学","法政",1572.9382324169198,1,3,"東大",1230.0694736975418,0.843487329967908,-34.21029997823265
"2005-04-17",2005,"春","東京六大学","立教",1446.6451235698864,3,1,"明治",1552.3083896901678,0.37086817386917986,23.492524786378247
"2005-04-18",2005,"春","東京六大学","明治",1528.8158649037896,2,2,"立教",1470.1376483562647,0.5733759374878072,-3.6687968743903623
"2005-04-18",2005,"春","東京六大学","東大",1264.2797736757743,1,11,"法政",1538.7279324386873,0.20436471769932016,-9.85239181454781
"2005-04-19",2005,"春","東京六大学","立教",1473.806445230655,6,0,"明治",1525.1470680293992,0.4352466025419515,26.332269042086786
"2005-04-23",2005,"春","東京六大学","慶應",1612.6852206801825,8,5,"明治",1498.8147989873123,0.6386313922395839,12.27391647629197
"2005-04-23",2005,"春","東京六大学","早稲田",1585.3535599453019,2,1,"法政",1548.5803242532352,0.5455190756426814,12.187616741814422
"2005-04-24",2005,"春","東京六大学","明治",1486.5408825110203,3,1,"慶應",1624.9591371564745,0.33242038056858364,25.414914451408055
"2005-04-24",2005,"春","東京六大学","法政",1536.3927075114207,2,2,"早稲田",1597.5411766871164,0.424108415556573,3.7945792221713486
"2005-04-25",2005,"春","東京六大学","慶應",1599.5442227050664,6,3,"明治",1511.9557969624284,0.6092826451327953,13.741353831631397
"2005-04-25",2005,"春","東京六大学","早稲田",1593.7465974649451,2,6,"法政",1540.187286733592,0.5670731291908446,-24.26662897068782
"2005-04-26",2005,"春","東京六大学","法政",1564.4539157042798,0,1,"早稲田",1569.4799684942573,0.49362381730199106,-14.144761389048044
"2005-04-30",2005,"春","東京六大学","慶應",1613.2855765366978,7,4,"立教",1500.138714272742,0.6410118277684133,12.1548946998505
"2005-04-30",2005,"春","東京六大学","早稲田",1583.6247298833052,13,0,"東大",1254.4273818612264,0.8407210352203691,7.861506723111367
"2005-05-01",2005,"春","東京六大学","東大",1246.565875138115,1,3,"早稲田",1591.4862366064167,0.1474186437615806,0.5931343320837251
"2005-05-01",2005,"春","東京六大学","立教",1487.9838195728914,0,1,"慶應",1625.4404712365483,0.3298898671292565,-5.958063880411317
"2005-05-07",2005,"春","東京六大学","明治",1498.214443130797,4,3,"東大",1247.1590094701987,0.7829387557366239,0.31663273711730056
"2005-05-07",2005,"春","東京六大学","立教",1482.02575569248,3,2,"法政",1550.3091543152318,0.4125700752608987,18.83506676090356
"2005-05-08",2005,"春","東京六大学","東大",1246.8423767330814,0,7,"明治",1498.5310758679143,0.2151351793049208,-9.48268751947747
"2005-05-08",2005,"春","東京六大学","法政",1531.4740875543282,0,1,"立教",1500.8608224533837,0.5397466087993511,-16.450900963916048
"2005-05-14",2005,"春","東京六大学","早稲田",1590.893102274333,1,2,"明治",1508.0137633873917,0.6057729932382834,-19.75222018586266
"2005-05-14",2005,"春","東京六大学","法政",1515.0231865904123,5,3,"慶應",1631.3985351169597,0.35426145028812905,24.322860965430788
"2005-05-15",2005,"春","東京六大学","慶應",1607.0756741515288,4,0,"法政",1539.3460475558431,0.5869704832776784,16.564448347261667
"2005-05-15",2005,"春","東京六大学","明治",1527.7659835732543,0,8,"早稲田",1571.1408820884703,0.44371758017025215,-21.34108290903944
"2005-05-16",2005,"春","東京六大学","早稲田",1592.4819649975097,6,2,"明治",1506.4249006642149,0.6108701208291999,15.369466469685594
"2005-05-16",2005,"春","東京六大学","法政",1522.7815992085814,0,2,"慶應",1623.6401224987906,0.3713832703362468,-10.605096996649586
"2005-05-21",2005,"春","東京六大学","法政",1512.1765022119318,7,5,"明治",1491.0554341945292,0.5278173112758062,15.645067916046928
"2005-05-21",2005,"春","東京六大学","立教",1517.3117234172996,2,1,"東大",1237.359689213604,0.8115183406944356,-1.1123465107732877
"2005-05-22",2005,"春","東京六大学","明治",1475.4103662784823,5,5,"法政",1527.8215701279787,0.4310132403332797,3.449337983336015
"2005-05-22",2005,"春","東京六大学","東大",1238.4720357243773,2,10,"立教",1516.1993769065264,0.18907358490585421,-8.608883145819544
"2005-05-23",2005,"春","東京六大学","法政",1524.3722321446428,3,2,"明治",1478.8597042618183,0.560270232176812,11.450058915107892
"2005-05-28",2005,"春","東京六大学","早稲田",1607.8514314671954,4,2,"慶應",1634.24521949544,0.46548322987416696,18.761771986128892
"2005-05-29",2005,"春","東京六大学","慶應",1615.4834475093112,6,4,"早稲田",1626.6132034533243,0.4853514597853906,17.76836049056771
"2005-05-31",2005,"春","東京六大学","早稲田",1608.8448429627567,4,1,"慶應",1633.2518079998788,0.4677561475143034,20.817678712555992
"2005-09-10",2005,"秋","東京六大学","慶應",1612.4341292873228,5,7,"明治",1467.4096453467102,0.6786147412282427,-25.966670541249382
"2005-09-10",2005,"秋","東京六大学","早稲田",1629.6625216753127,0,1,"東大",1229.8631525785577,0.8841123341629079,-33.66918723209389
"2005-09-11",2005,"秋","東京六大学","明治",1493.3763158879597,3,1,"慶應",1586.4674587460734,0.38163776368545604,22.954045295564438
