"date","team","rating","display_rating"
"2000-04-07","慶應",1500,50
"2000-04-08","慶應",1500,50
"2000-04-09","慶應",1500,50
"2000-04-10","慶應",1500,50
"2000-04-16","慶應",1520.715384721523,55.8
"2000-04-17","慶應",1530.3161311209349,57.2
"2000-04-22","慶應",1516.418131071004,54
"2000-04-23","慶應",1504.2229163279096,50.9
"2000-04-24","慶應",1504.2229163279096,51
"2000-04-29","慶應",1504.2229163279096,50.8
"2000-04-30","慶應",1504.2229163279096,50.7
"2000-05-01","慶應",1504.2229163279096,50.8
"2000-05-02","慶應",1504.2229163279096,50.8
"2000-05-06","慶應",1487.0863969152906,47.9
"2000-05-07","慶應",1510.510471707546,51.6
"2000-05-08","慶應",1497.346152705177,49.6
"2000-05-13","慶應",1516.899481212564,52.5
"2000-05-14","慶應",1493.2279811514547,49
"2000-05-15","慶應",1477.094162970052,46.8
"2000-05-21","慶應",1477.094162970052,47.2
"2000-05-22","慶應",1477.094162970052,46.9
"2000-05-23","慶應",1477.094162970052,47.1
"2000-05-27","慶應",1503.554223862669,50.5
"2000-05-28","慶應",1523.6611668570745,53.1
"2000-09-09","慶應",1523.6611668570745,52.9
"2000-09-10","慶應",1523.6611668570745,52.6
"2000-09-16","慶應",1530.263553010276,53.2
"2000-09-18","慶應",1541.2705900780732,54.3
"2000-09-19","慶應",1541.2705900780732,54.2
"2000-09-23","慶應",1531.1900874095,53.3
"2000-09-24","慶應",1557.7542741446014,56.2
"2000-09-25","慶應",1577.1401574491747,58.5
"2000-09-30","慶應",1577.1401574491747,57.9
"2000-10-01","慶應",1577.1401574491747,58.1
"2000-10-02","慶應",1577.1401574491747,57.9
"2000-10-07","慶應",1595.157045305043,59
"2000-10-08","慶應",1570.7930337948426,56.8
"2000-10-10","慶應",1552.0132443630785,55.1
"2000-10-14","慶應",1528.6822647511199,52.7
"2000-10-15","慶應",1530.6350710156673,53
"2000-10-16","慶應",1546.7998129577963,54.7
"2000-10-17","慶應",1560.8024444637267,56
"2000-10-21","慶應",1560.8024444637267,55.8
"2000-10-22","慶應",1560.8024444637267,55.5
"2000-10-28","慶應",1576.5058414960477,56.8
"2000-10-30","慶應",1558.6135216098544,55.3
"2000-10-31","慶應",1572.0289534886988,56.5
"2001-04-14","慶應",1581.6911627134955,56.9
"2001-04-15","慶應",1584.9804081008524,57.2
"2001-04-16","慶應",1584.9804081008524,57.2
"2001-04-21","慶應",1584.9804081008524,57
"2001-04-22","慶應",1584.9804081008524,56.7
"2001-04-23","慶應",1584.9804081008524,56.7
"2001-04-28","慶應",1559.491386310627,54.7
"2001-04-29","慶應",1543.5602738939835,53.5
"2001-05-01","慶應",1543.5602738939835,53.6
"2001-05-05","慶應",1519.189053888102,51.5
"2001-05-06","慶應",1500.1080887879748,50
"2001-05-12","慶應",1500.1080887879748,50
"2001-05-13","慶應",1500.1080887879748,50
"2001-05-19","慶應",1523.49992284022,51.8
"2001-05-20","慶應",1509.973696631219,50.7
"2001-05-21","慶應",1500.7353437692736,50.1
"2001-05-26","慶應",1500.7353437692736,50.1
"2001-05-28","慶應",1500.7353437692736,50.1
"2001-05-29","慶應",1500.7353437692736,50.1
"2001-06-02","慶應",1478.4451833512276,48.5
"2001-06-03","慶應",1469.0006823876427,47.9
"2001-09-08","慶應",1493.1831202685196,49.5
"2001-09-09","慶應",1512.1875595974643,50.8
"2001-09-15","慶應",1512.1875595974643,50.8
"2001-09-16","慶應",1512.1875595974643,50.8
"2001-09-17","慶應",1512.1875595974643,50.8
"2001-09-22","慶應",1533.8791358868875,52.3
"2001-09-23","慶應",1559.4114352838144,54.1
"2001-09-24","慶應",1559.4114352838144,54
"2001-09-29","慶應",1558.3628133524767,54
"2001-09-30","慶應",1564.7203773714903,54.4
"2001-10-02","慶應",1564.7203773714903,54.3
"2001-10-03","慶應",1564.7203773714903,54.3
"2001-10-06","慶應",1564.7203773714903,54.3
"2001-10-07","慶應",1564.7203773714903,54.9
"2001-10-08","慶應",1564.7203773714903,54.9
"2001-10-09","慶應",1564.7203773714903,54.8
"2001-10-13","慶應",1584.0717261496038,56.1
"2001-10-14","慶應",1600.0270835867307,57
"2001-10-20","慶應",1600.0270835867307,57.3
"2001-10-21","慶應",1600.0270835867307,57.1
"2001-10-22","慶應",1600.0270835867307,57
"2001-10-27","慶應",1610.0663830573767,57.6
"2001-10-29","慶應",1581.238810835275,55.7
"2001-10-30","慶應",1558.3537279637314,54.1
"2002-04-13","慶應",1566.036494600885,54.5
"2002-04-14","慶應",1572.0485597349154,54.7
"2002-04-20","慶應",1572.0485597349154,54.8
"2002-04-22","慶應",1572.0485597349154,54.7
"2002-04-23","慶應",1572.0485597349154,54.6
"2002-04-27","慶應",1556.4778059344585,53.6
"2002-04-28","慶應",1534.2211623163912,52.2
"2002-04-29","慶應",1534.2211623163912,52.2
"2002-04-30","慶應",1534.2211623163912,52.2
"2002-05-04","慶應",1528.4739762993418,51.8
"2002-05-05","慶應",1547.1081762828576,52.9
"2002-05-06","慶應",1525.2913015106762,51.6
"2002-05-08","慶應",1503.491707287342,50.2
"2002-05-11","慶應",1503.491707287342,50.2
"2002-05-12","慶應",1503.491707287342,50.2
"2002-05-18","慶應",1525.8535551773625,51.7
"2002-05-19","慶應",1545.4250807880137,53
"2002-05-25","慶應",1545.4250807880137,52.9
"2002-05-26","慶應",1545.4250807880137,52.9
"2002-06-01","慶應",1531.5232025702494,52
"2002-06-02","慶應",1521.5280037137536,51.3
"2002-09-14","慶應",1505.106719466089,50.3
"2002-09-15","慶應",1490.7822704178743,49.5
"2002-09-21","慶應",1490.7822704178743,49.4
"2002-09-22","慶應",1490.7822704178743,49.4
"2002-09-23","慶應",1490.7822704178743,49.4
"2002-09-29","慶應",1475.4089531573204,48.3
"2002-09-30","慶應",1475.4089531573204,48.3
"2002-10-02","慶應",1459.45850791492,47.2
"2002-10-05","慶應",1471.0310983807044,48.1
"2002-10-06","慶應",1475.942689625158,48.4
"2002-10-12","慶應",1475.942689625158,48.5
"2002-10-13","慶應",1475.942689625158,48.5
"2002-10-14","慶應",1475.942689625158,48.5
"2002-10-19","慶應",1468.5068530135477,48
"2002-10-20","慶應",1455.550824624941,47.3
"2002-10-27","慶應",1455.550824624941,47.3
"2002-10-28","慶應",1455.550824624941,47.3
"2002-11-02","慶應",1452.088173914362,47.1
"2002-11-03","慶應",1442.3036261740679,46.6
"2003-04-12","慶應",1463.5352193170809,47.8
"2003-04-13","慶應",1484.944045242414,49.1
"2003-04-19","慶應",1484.944045242414,49.1
"2003-04-20","慶應",1484.944045242414,49.1
"2003-04-21","慶應",1484.944045242414,49.1
"2003-04-26","慶應",1510.8497600168046,50.6
"2003-04-27","慶應",1494.3831954982675,49.7
"2003-04-28","慶應",1477.797708149036,48.7
"2003-05-03","慶應",1476.6434845962183,48.7
"2003-05-04","慶應",1483.21035018264,49.1
"2003-05-10","慶應",1483.21035018264,49.1
"2003-05-11","慶應",1483.21035018264,49.1
"2003-05-17","慶應",1507.5551544244177,50.4
"2003-05-18","慶應",1524.939424234223,51.3
"2003-05-20","慶應",1524.939424234223,51.3
"2003-05-24","慶應",1524.939424234223,51.3
"2003-05-25","慶應",1524.939424234223,51.3
"2003-06-01","慶應",1518.1638004729461,50.9
"2003-06-02","慶應",1506.6674953617978,50.3
"2003-09-13","慶應",1524.08773008603,51.2
"2003-09-14","慶應",1543.2044208833295,52.1
"2003-09-20","慶應",1543.2044208833295,52.2
"2003-09-22","慶應",1543.2044208833295,52.2
"2003-09-23","慶應",1543.2044208833295,52.2
"2003-09-27","慶應",1532.634746710969,51.6
"2003-09-28","慶應",1537.8677515566128,51.9
"2003-09-29","慶應",1523.2740036067612,51.1
"2003-10-04","慶應",1519.5208717754367,51
"2003-10-05","慶應",1487.0014258488231,49.3
"2003-10-06","慶應",1495.2907331570814,49.8
"2003-10-11","慶應",1495.2907331570814,49.8
"2003-10-12","慶應",1495.2907331570814,49.8
"2003-10-18","慶應",1479.6060506557772,49
"2003-10-19","慶應",1497.477757584997,49.9
"2003-10-20","慶應",1513.0163649752371,50.6
"2003-10-25","慶應",1513.0163649752371,50.6
"2003-10-26","慶應",1513.0163649752371,50.6
"2003-11-01","慶應",1505.6561505151265,50.3
"2003-11-02","慶應",1507.5520804830426,50.4
"2004-04-10","慶應",1481.0829225099105,49.1
"2004-04-11","慶應",1500.7871973826245,50
"2004-04-12","慶應",1518.1122822175491,51
"2004-04-17","慶應",1518.1122822175491,51
"2004-04-18","慶應",1518.1122822175491,50.9
"2004-04-24","慶應",1540.542199848996,52.1
"2004-04-25","慶應",1521.8283159329467,51.1
"2004-04-26","慶應",1510.2848873944602,50.5
"2004-05-01","慶應",1517.8394533608189,50.9
"2004-05-02","慶應",1523.235698144142,51.3
"2004-05-03","慶應",1523.235698144142,51.2
"2004-05-04","慶應",1523.235698144142,51.3
"2004-05-08","慶應",1523.235698144142,51.3
"2004-05-11","慶應",1523.235698144142,51.3
"2004-05-12","慶應",1523.235698144142,51.3
"2004-05-15","慶應",1539.1368360263898,52.2
"2004-05-16","慶應",1511.7399032777464,50.7
"2004-05-17","慶應",1485.877333914839,49.2
"2004-05-22","慶應",1485.877333914839,49.1
"2004-05-23","慶應",1485.877333914839,49.1
"2004-05-24","慶應",1485.877333914839,49.1
"2004-05-29","慶應",1519.11634251248,51.2
"2004-05-30","慶應",1550.196143359505,53.2
"2004-09-11","慶應",1550.196143359505,53.8
"2004-09-12","慶應",1550.196143359505,53.7
"2004-09-13","慶應",1550.196143359505,53.9
"2004-09-18","慶應",1559.006875423963,54.4
"2004-09-19","慶應",1567.0633292999034,54.8
"2004-09-20","慶應",1567.0633292999034,54.8
"2004-09-25","慶應",1561.0711358277354,54.4
"2004-09-26","慶應",1533.6030150850468,52.5
"2004-09-28","慶應",1548.8507336677492,53.6
"2004-10-02","慶應",1548.8507336677492,53.6
"2004-10-06","慶應",1548.8507336677492,53.5
"2004-10-10","慶應",1566.2485318604583,55.1
"2004-10-11","慶應",1587.816788995046,56.6
"2004-10-12","慶應",1587.816788995046,56.5
"2004-10-16","慶應",1564.7323454485306,54.8
"2004-10-17","慶應",1588.0368680495394,56.4
"2004-10-18","慶應",1606.2810548955806,57.6
"2004-10-23","慶應",1606.2810548955806,57.4
"2004-10-24","慶應",1606.2810548955806,57.1
"2004-10-27","慶應",1576.2470129705357,55.3
"2004-10-31","慶應",1593.9948779301599,56.6
"2004-11-01","慶應",1618.0166533256117,58.3
"2005-04-09","慶應",1616.6459939874483,58
"2005-04-10","慶應",1612.6852206801825,58.1
"2005-04-12","慶應",1612.6852206801825,58
"2005-04-16","慶應",1612.6852206801825,57.8
"2005-04-17","慶應",1612.6852206801825,59
"2005-04-18","慶應",1612.6852206801825,58.7
"2005-04-19","慶應",1612.6852206801825,58.8
"2005-04-23","慶應",1624.9591371564745,59.5
"2005-04-24","慶應",1599.5442227050664,57.8
"2005-04-25","慶應",1613.2855765366978,58.8
"2005-04-26","慶應",1613.2855765366978,58.8
"2005-04-30","慶應",1625.4404712365483,59.3
"2005-05-01","慶應",1631.3985351169597,59.7
"2005-05-07","慶應",1631.3985351169597,59.8
"2005-05-08","慶應",1631.3985351169597,59.5
"2005-05-14","慶應",1607.0756741515288,58.1
"2005-05-15","慶應",1623.6401224987906,59
"2005-05-16","慶應",1634.24521949544,59.5
"2005-05-21","慶應",1634.24521949544,59.5
"2005-05-22","慶應",1634.24521949544,59.3
"2005-05-23","慶應",1634.24521949544,59.2
"2005-05-28","慶應",1615.4834475093112,58
"2005-05-29","慶應",1633.2518079998788,59.2
"2005-05-31","慶應",1612.4341292873228,57.7
"2005-09-10","慶應",1586.4674587460734,57.1
"2005-09-11","慶應",1563.513413450509,55.3
"2005-09-12","慶應",1563.513413450509,55.2
"2005-09-13","慶應",1563.513413450509,55
"2005-09-17","慶應",1563.513413450509,54.9
"2005-09-18","慶應",1563.513413450509,54.8
"2005-09-19","慶應",1563.513413450509,54.8
"2005-09-25","慶應",1576.2592801846174,55.7
"2005-09-26","慶應",1558.4194222944252,54.4
"2005-09-27","慶應",1579.5361966375833,56
"2005-10-01","慶應",1578.7872740624543,55.9
"2005-10-02","慶應",1585.926777262702,56.4
"2005-10-03","慶應",1585.926777262702,56.3
"2005-10-08","慶應",1585.926777262702,56.2
"2005-10-11","慶應",1585.926777262702,56.1
"2005-10-12","慶應",1585.926777262702,56.1
"2005-10-15","慶應",1567.147898669451,54.7
"2005-10-16","慶應",1555.6187244719233,53.8
"2005-10-22","慶應",1555.6187244719233,53.8
"2005-10-23","慶應",1555.6187244719233,53.7
"2005-10-29","慶應",1539.59421640446,52.6
"2005-10-30","慶應",1525.685672406968,51.7
"2006-04-08","慶應",1537.661795017309,52.5
"2006-04-09","慶應",1558.547224809825,53.7
"2006-04-15","慶應",1558.547224809825,53.6
"2006-04-16","慶應",1558.547224809825,53.6
"2006-04-17","慶應",1558.547224809825,53.6
"2006-04-22","慶應",1543.0595254739442,52.6
"2006-04-23","慶應",1550.335441909701,53.1
"2006-04-24","慶應",1537.6091319629938,52.3
"2006-04-29","慶應",1544.3610024950312,52.6
"2006-04-30","慶應",1550.587439927328,52.9
"2006-05-06","慶應",1550.587439927328,52.8
"2006-05-08","慶應",1550.587439927328,52.8
"2006-05-14","慶應",1573.577641912635,54.1
"2006-05-15","慶應",1553.4643326950402,53
"2006-05-16","慶應",1567.4464189550508,53.8
"2006-05-20","慶應",1567.4464189550508,53.7
"2006-05-21","慶應",1567.4464189550508,53.6
"2006-05-28","慶應",1553.7564930411945,52.8
"2006-05-29","慶應",1575.4456640955075,54
"2006-05-30","慶應",1556.9064199580178,53
"2006-09-09","慶應",1572.9811660502,53.8
"2006-09-10","慶應",1580.0954371821886,54.2
"2006-09-16","慶應",1580.0954371821886,54.2
"2006-09-17","慶應",1580.0954371821886,54.2
"2006-09-23","慶應",1607.248617701493,55.8
"2006-09-24","慶應",1595.6476668074295,55.1
"2006-09-25","慶應",1585.548493370297,54.5
"2006-09-30","慶應",1586.4342015540367,54.5
"2006-10-01","慶應",1587.2239256745004,54.7
"2006-10-02","慶應",1587.2239256745004,54.7
"2006-10-07","慶應",1587.2239256745004,54.6
"2006-10-08","慶應",1587.2239256745004,54.6
"2006-10-14","慶應",1566.704863614495,53.5
"2006-10-15","慶應",1548.8054036917479,52.6
"2006-10-21","慶應",1548.8054036917479,52.5
"2006-10-22","慶應",1548.8054036917479,52.5
"2006-10-28","慶應",1579.3853478659391,54.2
"2006-10-29","慶應",1568.3448168120221,53.6
"2006-10-30","慶應",1590.2103385115843,54.8
"2007-04-14","慶應",1603.6077258436692,55.4
"2007-04-15","慶應",1618.7281915471854,56.1
"2007-04-21","慶應",1618.7281915471854,56
"2007-04-22","慶應",1618.7281915471854,55.9
"2007-04-28","慶應",1618.7281915471854,55.9
"2007-04-29","慶應",1592.1489383146288,54.5
"2007-04-30","慶應",1576.278145196944,53.7
"2007-05-05","慶應",1579.213687616448,53.8
"2007-05-07","慶應",1583.6152633800946,54
"2007-05-12","慶應",1583.6152633800946,53.9
"2007-05-13","慶應",1583.6152633800946,54.1
"2007-05-14","慶應",1583.6152633800946,54.1
"2007-05-19","慶應",1600.1204388397955,54.8
"2007-05-20","慶應",1609.7909514825692,55.2
"2007-05-26","慶應",1609.7909514825692,55.1
"2007-05-27","慶應",1609.7909514825692,55
"2007-06-02","慶應",1638.183017892702,56.4
"2007-06-03","慶應",1621.2989759192253,55.6
"2007-06-04","慶應",1605.2796462059375,54.8
"2007-09-08","慶應",1580.0497422894657,53.7
"2007-09-09","慶應",1586.4172155095,54
"2007-09-10","慶應",1596.7577877033284,54.4
"2007-09-15","慶應",1596.7577877033284,54.5
"2007-09-16","慶應",1596.7577877033284,54.5
"2007-09-22","慶應",1598.6871764167995,54.7
"2007-09-23","慶應",1614.8435337254007,55.6
"2007-09-24","慶應",1614.4473694747642,55.5
"2007-09-25","慶應",1631.1367716308118,56.2
"2007-09-29","慶應",1628.5687426551572,56.2
"2007-10-01","慶應",1621.2946217901117,55.8
"2007-10-06","慶應",1621.2946217901117,55.8
"2007-10-07","慶應",1621.2946217901117,55.7
"2007-10-13","慶應",1590.2739122825035,54.3
"2007-10-14","慶應",1570.7475544687322,53.4
"2007-10-15","慶應",1570.7475544687322,53.4
"2007-10-20","慶應",1570.7475544687322,53.6
"2007-10-21","慶應",1570.7475544687322,53.6
"2007-10-22","慶應",1570.7475544687322,53.5
"2007-10-28","慶應",1593.4398908650548,54.7
"2007-10-29","慶應",1581.8331372928262,54.1
"2007-10-30","慶應",1565.0303232407243,53.2
"2008-04-12","慶應",1542.1548317406618,52.1
"2008-04-13","慶應",1555.4398118813979,52.7
"2008-04-14","慶應",1570.1395207117125,53.4
"2008-04-19","慶應",1570.1395207117125,53.4
"2008-04-20","慶應",1570.1395207117125,53.4
"2008-04-26","慶應",1574.7247996741066,53.6
"2008-04-27","慶應",1557.8724990403916,52.8
"2008-04-28","慶應",1549.5380941463352,52.4
"2008-05-04","慶應",1549.0611025895982,52.3
"2008-05-05","慶應",1553.9623593504068,52.5
"2008-05-11","慶應",1553.9623593504068,52.5
"2008-05-12","慶應",1553.9623593504068,52.5
"2008-05-13","慶應",1553.9623593504068,52.6
"2008-05-17","慶應",1575.0835643609648,53.6
"2008-05-18","慶應",1589.6384932785302,54.2
"2008-05-19","慶應",1589.6384932785302,54.2
"2008-05-21","慶應",1589.6384932785302,54.2
"2008-05-24","慶應",1589.6384932785302,54.1
"2008-05-26","慶應",1589.6384932785302,54.2
"2008-05-27","慶應",1589.6384932785302,54.2
"2008-05-31","慶應",1582.4106068287833,53.8
"2008-06-01","慶應",1607.5768462984609,55
"2008-06-02","慶應",1598.1994035453995,54.6
"2008-09-13","慶應",1570.1155110167338,53.4
"2008-09-14","慶應",1547.4376850362908,52.3
"2008-09-20","慶應",1547.4376850362908,52.3
"2008-09-21","慶應",1547.4376850362908,52.3
"2008-09-23","慶應",1547.4376850362908,52.3
"2008-09-27","慶應",1569.5589278284315,53.3
"2008-09-28","慶應",1591.5820557541583,54.4
"2008-10-04","慶應",1556.0957490934923,52.9
"2008-10-05","慶應",1560.30544870877,53
"2008-10-06","慶應",1562.7088673609358,53.2
"2008-10-11","慶應",1562.7088673609358,53.2
"2008-10-12","慶應",1562.7088673609358,53.2
"2008-10-13","慶應",1562.7088673609358,53.2
"2008-10-15","慶應",1562.7088673609358,53.1
"2008-10-18","慶應",1574.8865824411196,53.7
"2008-10-19","慶應",1583.4009616351543,54.1
"2008-10-20","慶應",1583.4009616351543,54.1
"2008-10-25","慶應",1583.4009616351543,54.3
"2008-10-26","慶應",1583.4009616351543,54.3
"2008-10-27","慶應",1583.4009616351543,54.5
"2008-10-28","慶應",1583.4009616351543,54.5
"2008-11-01","慶應",1574.738135503021,54
"2008-11-02","慶應",1607.2560588944364,55.9
"2008-11-03","慶應",1593.4991777008406,55.1
"2009-04-11","慶應",1570.1933373396803,53.8
"2009-04-12","慶應",1584.7863335070126,54.5
"2009-04-13","慶應",1601.6052451517817,55.4
"2009-04-18","慶應",1601.6052451517817,55.4
"2009-04-19","慶應",1601.6052451517817,55.5
"2009-04-20","慶應",1601.6052451517817,55.4
"2009-04-26","慶應",1579.9335685945325,54.3
"2009-04-27","慶應",1568.6994317132976,53.8
"2009-04-28","慶應",1568.6994317132976,53.9
"2009-05-02","慶應",1567.0364648029558,54
"2009-05-03","慶應",1572.9869347113095,54.2
"2009-05-04","慶應",1572.9869347113095,54.2
"2009-05-09","慶應",1572.9869347113095,54.1
"2009-05-10","慶應",1572.9869347113095,54
"2009-05-16","慶應",1558.4770034990515,53.2
"2009-05-17","慶應",1543.2763146297518,52.4
"2009-05-18","慶應",1543.2763146297518,52.4
"2009-05-23","慶應",1543.2763146297518,52.3
"2009-05-24","慶應",1543.2763146297518,52.3
"2009-05-30","慶應",1528.6751775000826,51.5
"2009-05-31","慶應",1522.3158145251575,51.2
"2009-09-12","慶應",1538.8845240719327,52
"2009-09-13","慶應",1514.22557896985,50.8
"2009-09-14","慶應",1495.0743090376159,49.7
"2009-09-19","慶應",1495.0743090376159,49.7
"2009-09-20","慶應",1495.0743090376159,49.7
"2009-09-21","慶應",1495.0743090376159,49.7
"2009-09-26","慶應",1520.6193504824396,51.1
"2009-09-27","慶應",1545.3212731956721,52.5
"2009-10-03","慶應",1551.156251318425,52.8
"2009-10-04","慶應",1553.82514327689,52.9
"2009-10-05","慶應",1553.82514327689,52.9
"2009-10-10","慶應",1553.82514327689,52.8
"2009-10-11","慶應",1553.82514327689,52.9
"2009-10-12","慶應",1553.82514327689,52.9
"2009-10-17","慶應",1577.3330242937318,54.2
"2009-10-18","慶應",1558.5053137884497,53.2
"2009-10-19","慶應",1538.3032200410728,52.1
"2009-10-24","慶應",1538.3032200410728,52.1
"2009-10-25","慶應",1538.3032200410728,52.1
"2009-10-27","慶應",1538.3032200410728,52.1
"2009-10-31","慶應",1568.1803681143442,53.7
"2009-11-01","慶應",1588.8937977460919,54.8
"2010-04-10","慶應",1588.8937977460919,54.8
"2010-04-11","慶應",1588.8937977460919,54.7
"2010-04-17","慶應",1592.5082762025852,54.8
"2010-04-18","慶應",1594.3447543956506,54.8
"2010-04-24","慶應",1576.9056415854857,53.9
"2010-04-25","慶應",1600.0387945034015,55
"2010-04-26","慶應",1618.1540195562757,56
"2010-05-01","慶應",1618.1540195562757,56.2
"2010-05-02","慶應",1618.1540195562757,56.2
"2010-05-08","慶應",1629.936914970798,56.7
"2010-05-09","慶應",1600.2077880367058,55.3
"2010-05-10","慶應",1580.3895740241505,54.2
"2010-05-15","慶應",1595.948383832295,55.1
"2010-05-16","慶應",1609.5080053284194,55.8
"2010-05-22","慶應",1609.5080053284194,55.7
"2010-05-25","慶應",1609.5080053284194,55.8
"2010-05-29","慶應",1623.371779420469,56.5
"2010-05-30","慶應",1603.929326751828,55.5
"2010-05-31","慶應",1621.0913339251026,56.4
"2010-09-11","慶應",1624.7506029885785,56.5
"2010-09-12","慶應",1624.1815646179543,56.5
"2010-09-13","慶應",1624.1815646179543,56.4
"2010-09-18","慶應",1624.1815646179543,56.5
"2010-09-19","慶應",1624.1815646179543,56.4
"2010-09-20","慶應",1624.1815646179543,56.4
"2010-09-25","慶應",1637.5460576102196,57
"2010-09-26","慶應",1628.4125066058677,56.6
"2010-09-28","慶應",1620.2865741593032,56.2
"2010-09-29","慶應",1589.9956523534506,54.7
"2010-10-02","慶應",1573.633615794919,54.3
"2010-10-03","慶應",1559.4263265098728,53.5
"2010-10-04","慶應",1559.4263265098728,53.4
"2010-10-05","慶應",1575.0427066167074,54.3
"2010-10-11","慶應",1575.0427066167074,54.3
"2010-10-12","慶應",1575.0427066167074,54.2
"2010-10-13","慶應",1575.0427066167074,54.3
"2010-10-16","慶應",1554.7733834616297,53.1
"2010-10-17","慶應",1582.2567317721387,54.6
"2010-10-18","慶應",1596.4042158090706,55.4
"2010-10-23","慶應",1596.4042158090706,55.3
"2010-10-24","慶應",1596.4042158090706,55.3
"2010-10-25","慶應",1596.4042158090706,55.3
"2010-10-31","慶應",1614.949991107699,56.3
"2010-11-01","慶應",1637.055053618009,57.4
"2010-11-03","慶應",1610.9111402030217,56
"2011-04-09","慶應",1610.9111402030217,56
"2011-04-10","慶應",1587.1157834897765,55.1
"2011-04-11","慶應",1600.1584233784165,55.9
"2011-04-12","慶應",1609.0259660416295,56.3
"2011-04-16","慶應",1609.0259660416295,56.3
"2011-04-17","慶應",1609.0259660416295,56.2
"2011-04-18","慶應",1609.0259660416295,56.2
"2011-04-19","慶應",1609.0259660416295,56.2
"2011-04-24","慶應",1627.1219754793979,57.3
"2011-04-25","慶應",1645.9288185530138,58.2
"2011-04-30","慶應",1645.6549970060528,58.2
"2011-05-01","慶應",1647.510069859752,58.3
"2011-05-02","慶應",1647.510069859752,58.3
"2011-05-07","慶應",1647.510069859752,58.3
"2011-05-08","慶應",1647.510069859752,58.3
"2011-05-09","慶應",1647.510069859752,58.3
"2011-05-14","慶應",1620.235585863273,56.7
"2011-05-15","慶應",1619.5226307636926,56.7
"2011-05-16","慶應",1641.99300063272,57.9
"2011-05-17","慶應",1660.6326052589184,58.9
"2011-05-21","慶應",1660.6326052589184,58.8
"2011-05-22","慶應",1660.6326052589184,58.8
"2011-05-23","慶應",1660.6326052589184,58.8
"2011-05-28","慶應",1672.0457907072669,59.3
"2011-05-30","慶應",1674.496614528416,59.4
"2011-09-10","慶應",1671.90631556634,59.2
"2011-09-11","慶應",1672.3197327807118,59.4
"2011-09-12","慶應",1672.3197327807118,59.3
"2011-09-17","慶應",1672.3197327807118,59.3
"2011-09-18","慶應",1672.3197327807118,59.3
"2011-09-19","慶應",1672.3197327807118,59.3
"2011-09-24","慶應",1679.4586557614493,59.8
"2011-09-25","慶應",1654.2159857231336,58.6
"2011-09-26","慶應",1634.5905921638991,57.6
"2011-10-01","慶應",1647.2856653014587,58.3
"2011-10-02","慶應",1626.8445550526592,57.1
"2011-10-03","慶應",1599.7511843950977,55.6
"2011-10-08","慶應",1599.7511843950977,55.7
"2011-10-09","慶應",1599.7511843950977,55.7
"2011-10-15","慶應",1579.3649905090144,54.6
"2011-10-16","慶應",1593.0990320653684,55.4
"2011-10-17","慶應",1568.779781466209,54
"2011-10-23","慶應",1568.779781466209,54
"2011-10-24","慶應",1568.779781466209,54
"2011-10-29","慶應",1543.941744848939,52.5
"2011-10-30","慶應",1526.304013777377,51.5
"2012-04-15","慶應",1527.6687495336964,51.6
"2012-04-16","慶應",1511.839745118101,50.7
"2012-04-17","慶應",1497.981645818669,49.9
"2012-04-21","慶應",1497.981645818669,49.9
"2012-04-22","慶應",1497.981645818669,49.9
"2012-04-28","慶應",1521.1132664883164,51.2
"2012-04-29","慶應",1550.2688574637293,52.8
"2012-05-05","慶應",1555.1097057301713,53
"2012-05-06","慶應",1559.924287062856,53.2
"2012-05-07","慶應",1559.924287062856,53.2
"2012-05-08","慶應",1559.924287062856,53.2
"2012-05-12","慶應",1559.924287062856,53.3
"2012-05-13","慶應",1559.924287062856,53.2
"2012-05-19","慶應",1533.3149654518174,51.8
"2012-05-20","慶應",1518.7390406082002,51
"2012-05-21","慶應",1518.7390406082002,51
"2012-05-23","慶應",1518.7390406082002,51
"2012-05-26","慶應",1518.7390406082002,51
"2012-05-27","慶應",1518.7390406082002,51
"2012-05-28","慶應",1518.7390406082002,51
"2012-06-02","慶應",1543.7321668098982,52.4
"2012-06-03","慶應",1524.940284597004,51.3
"2012-06-04","慶應",1549.265828601415,52.7
"2012-09-08","慶應",1564.8167327353844,53.5
"2012-09-09","慶應",1575.8072221591922,54
"2012-09-15","慶應",1575.8072221591922,54.1
"2012-09-16","慶應",1575.8072221591922,54
"2012-09-17","慶應",1575.8072221591922,54
"2012-09-22","慶應",1560.1676303875647,53.1
"2012-09-24","慶應",1543.9923187925717,52.3
"2012-09-25","慶應",1543.9923187925717,52.3
"2012-09-29","慶應",1524.0558894481442,51.3
"2012-09-30","慶應",1522.1083930521586,51.2
"2012-10-01","慶應",1527.9338015848477,51.5
"2012-10-06","慶應",1527.9338015848477,51.5
"2012-10-07","慶應",1527.9338015848477,51.4
"2012-10-13","慶應",1555.0693204936651,52.9
"2012-10-14","慶應",1542.5776686935474,52.2
"2012-10-15","慶應",1548.746987796603,52.5
"2012-10-16","慶應",1568.6098884614466,53.6
"2012-10-20","慶應",1568.6098884614466,53.6
"2012-10-21","慶應",1568.6098884614466,53.6
"2012-10-27","慶應",1554.0208255989323,52.8
"2012-10-28","慶應",1541.3251621353418,52.1
"2013-04-13","慶應",1512.3208672043897,50.6
"2013-04-14","慶應",1534.0263216438132,51.7
"2013-04-15","慶應",1515.5093427793265,50.8
"2013-04-20","慶應",1515.5093427793265,50.8
