"gamedate","gametype","team1","score1","score2","team2"
"2008-04-22","東都1部","東洋大学",4,2,"立正大学"
"2008-04-22","東都2部","中央大学",3,1,"国士舘大学"
"2008-04-22","東都2部","東京農業大学",0,3,"國學院大學"
"2008-04-23","東都1部","立正大学",2,3,"東洋大学"
"2008-04-23","東都1部","駒澤大学",2,3,"亜細亜大学"
"2008-04-23","東都2部","國學院大學",0,5,"東京農業大学"
"2008-04-25","東都1部","東洋大学",5,0,"青山学院大学"
"2008-04-25","東都1部","駒澤大学",4,5,"日本大学"
"2008-04-26","東都3部","大正大学",5,4,"順天堂大学"
"2008-04-26","東都3部","芝浦工業大学",3,2,"成蹊大学"
"2008-04-26","東都4部","一橋大学",2,5,"東京科学大学"
"2008-04-27","東都3部","成蹊大学",2,3,"芝浦工業大学"
"2008-04-27","東都3部","順天堂大学",4,5,"大正大学"
"2008-04-27","東都4部","東京科学大学",3,6,"一橋大学"
"2008-04-28","東都2部","中央大学",2,3,"専修大学"
"2008-04-28","東都2部","國學院大學",4,2,"拓殖大学"
"2008-04-29","東都1部","東洋大学",6,3,"日本大学"
"2008-04-29","東都1部","駒澤大学",0,2,"青山学院大学"
"2008-04-29","東都3部","上智大学",9,2,"順天堂大学"
"2008-04-30","東都1部","日本大学",0,8,"東洋大学"
"2008-04-30","東都1部","青山学院大学",3,5,"駒澤大学"
"2008-04-30","東都2部","専修大学",2,3,"中央大学"
"2008-04-30","東都2部","拓殖大学",3,2,"國學院大學"
"2008-05-01","東都1部","駒澤大学",2,7,"青山学院大学"
"2008-05-01","東都2部","中央大学",5,2,"専修大学"
"2008-05-01","東都2部","國學院大學",5,9,"拓殖大学"
"2008-05-03","東都3部","上智大学",7,3,"成蹊大学"
"2008-05-03","東都3部","学習院大学",0,5,"順天堂大学"
"2008-05-04","東都3部","成蹊大学",1,10,"上智大学"
"2008-05-04","東都3部","順天堂大学",8,6,"学習院大学"
"2008-05-04","東都4部","一橋大学",3,0,"東京都市大学"
"2008-05-06","東都1部","亜細亜大学",0,7,"日本大学"
"2008-05-06","東都1部","立正大学",3,0,"青山学院大学"
"2008-05-06","東都3部","順天堂大学",3,0,"上智大学"
"2008-05-06","東都4部","東京都市大学",4,5,"一橋大学"
"2008-05-07","東都1部","日本大学",3,9,"亜細亜大学"
"2008-05-07","東都1部","青山学院大学",2,3,"立正大学"
"2008-05-07","東都2部","国士舘大学",1,2,"拓殖大学"
"2008-05-07","東都2部","東京農業大学",5,4,"専修大学"
"2008-05-08","東都1部","亜細亜大学",3,0,"日本大学"
"2008-05-08","東都2部","専修大学",6,1,"東京農業大学"
"2008-05-08","東都2部","拓殖大学",2,3,"国士舘大学"
"2008-05-09","東都2部","国士舘大学",2,1,"拓殖大学"
"2008-05-09","東都2部","東京農業大学",6,2,"専修大学"
"2008-05-12","東都2部","国士舘大学",2,1,"東京農業大学"
"2008-05-12","東都2部","國學院大學",4,1,"中央大学"
"2008-05-12","東都3部","大正大学",10,2,"芝浦工業大学"
"2008-05-12","東都3部","学習院大学",7,3,"上智大学"
"2008-05-15","東都1部","亜細亜大学",2,0,"立正大学"
"2008-05-15","東都1部","東洋大学",5,3,"駒澤大学"
"2008-05-15","東都2部","中央大学",5,4,"國學院大學"
"2008-05-15","東都2部","東京農業大学",5,4,"国士舘大学"
"2008-05-15","東都3部","上智大学",2,0,"学習院大学"
"2008-05-15","東都3部","芝浦工業大学",2,10,"大正大学"
"2008-05-16","東都1部","立正大学",0,3,"亜細亜大学"
"2008-05-16","東都1部","駒澤大学",3,4,"東洋大学"
"2008-05-16","東都2部","国士舘大学",4,8,"東京農業大学"
"2008-05-16","東都2部","國學院大學",1,3,"中央大学"
"2008-05-17","東都3部","成蹊大学",0,2,"順天堂大学"
"2008-05-17","東都3部","芝浦工業大学",6,7,"上智大学"
"2008-05-17","東都4部","一橋大学",2,3,"東京科学大学"
"2008-05-18","東都3部","上智大学",3,2,"芝浦工業大学"
"2008-05-18","東都3部","順天堂大学",7,5,"成蹊大学"
"2008-05-18","東都4部","東京科学大学",1,4,"一橋大学"
"2008-05-19","東都2部","中央大学",3,0,"東京農業大学"
"2008-05-19","東都2部","専修大学",4,1,"拓殖大学"
"2008-05-21","東都2部","拓殖大学",4,3,"専修大学"
"2008-05-21","東都2部","東京農業大学",1,3,"中央大学"
"2008-05-22","東都1部","青山学院大学",3,5,"日本大学"
"2008-05-22","東都1部","駒澤大学",3,1,"立正大学"
"2008-05-22","東都2部","専修大学",6,7,"拓殖大学"
"2008-05-22","東都3部","学習院大学",5,1,"上智大学"
"2008-05-23","東都1部","日本大学",6,0,"青山学院大学"
"2008-05-23","東都1部","立正大学",3,1,"駒澤大学"
"2008-05-23","東都4部","東京科学大学",1,0,"東京都市大学"
"2008-05-24","東都3部","上智大学",3,4,"順天堂大学"
"2008-05-24","東都3部","大正大学",1,4,"学習院大学"
"2008-05-24","東都4部","東京都市大学",2,3,"東京科学大学"
"2008-05-25","東都4部","一橋大学",1,4,"東京科学大学"
"2008-05-26","東都2部","國學院大學",8,4,"国士舘大学"
"2008-05-26","東都3部","学習院大学",3,2,"大正大学"
"2008-05-26","東都4部","一橋大学",3,12,"東京科学大学"
"2008-05-27","東都2部","国士舘大学",0,1,"國學院大學"
"2008-05-28","東都1部","東洋大学",4,1,"亜細亜大学"
"2008-05-28","東都1部","駒澤大学",5,11,"立正大学"
"2008-05-30","東都1部","亜細亜大学",1,7,"東洋大学"
"2008-06-09","東都入替戦","専修大学",3,7,"立正大学"
"2008-06-11","東都入替戦","立正大学",5,2,"専修大学"
"2008-06-12","東都入替戦","一橋大学",3,4,"学習院大学"
"2008-06-12","東都入替戦","大正大学",2,5,"拓殖大学"
"2008-06-13","東都入替戦","学習院大学",8,9,"一橋大学"
"2008-06-13","東都入替戦","拓殖大学",2,3,"大正大学"
"2008-06-14","東都入替戦","一橋大学",3,3,"学習院大学"
"2008-06-14","東都入替戦","大正大学",2,4,"拓殖大学"
"2008-06-15","東都入替戦","一橋大学",0,4,"学習院大学"
"2008-09-06","東都1部","東洋大学",4,3,"青山学院大学"
"2008-09-06","東都1部","立正大学",5,1,"中央大学"
"2008-09-07","東都1部","中央大学",1,0,"立正大学"
"2008-09-07","東都1部","青山学院大学",0,1,"東洋大学"
"2008-09-07","東都3部","大正大学",10,4,"芝浦工業大学"
"2008-09-07","東都3部","順天堂大学",2,0,"成蹊大学"
"2008-09-08","東都1部","立正大学",1,2,"中央大学"
"2008-09-08","東都2部","拓殖大学",4,3,"國學院大學"
"2008-09-08","東都2部","駒澤大学",3,0,"専修大学"
"2008-09-08","東都3部","成蹊大学",9,10,"順天堂大学"
"2008-09-08","東都3部","芝浦工業大学",3,11,"大正大学"
"2008-09-09","東都2部","國學院大學",4,1,"拓殖大学"
"2008-09-09","東都2部","専修大学",3,2,"駒澤大学"
"2008-09-10","東都2部","拓殖大学",0,6,"國學院大學"
"2008-09-10","東都2部","駒澤大学",4,2,"専修大学"
"2008-09-13","東都3部","上智大学",0,4,"成蹊大学"
"2008-09-13","東都3部","学習院大学",7,1,"芝浦工業大学"
"2008-09-13","東都4部","東京科学大学",0,5,"東京都市大学"
"2008-09-14","東都3部","成蹊大学",1,0,"上智大学"
"2008-09-14","東都3部","芝浦工業大学",3,4,"学習院大学"
"2008-09-14","東都4部","東京都市大学",5,2,"東京科学大学"
"2008-09-16","東都1部","亜細亜大学",4,8,"青山学院大学"
"2008-09-16","東都1部","日本大学",2,2,"中央大学"
"2008-09-16","東都2部","国士舘大学",3,7,"國學院大學"
"2008-09-16","東都2部","東京農業大学",5,7,"専修大学"
"2008-09-17","東都1部","日本大学",1,2,"中央大学"
"2008-09-17","東都1部","青山学院大学",0,4,"亜細亜大学"
"2008-09-17","東都2部","國學院大學",3,0,"国士舘大学"
"2008-09-17","東都2部","専修大学",0,2,"東京農業大学"
"2008-09-19","東都1部","中央大学",9,4,"日本大学"
"2008-09-19","東都1部","亜細亜大学",2,0,"青山学院大学"
"2008-09-19","東都2部","東京農業大学",2,1,"専修大学"
"2008-09-19","東都4部","一橋大学",6,3,"東京都市大学"
"2008-09-20","東都4部","東京都市大学",2,3,"一橋大学"
"2008-09-21","東都3部","大正大学",12,0,"上智大学"
"2008-09-23","東都3部","上智大学",4,5,"大正大学"
"2008-09-23","東都3部","学習院大学",6,3,"順天堂大学"
"2008-09-24","東都1部","亜細亜大学",2,0,"立正大学"
"2008-09-24","東都1部","東洋大学",6,4,"日本大学"
"2008-09-24","東都2部","東京農業大学",3,3,"拓殖大学"
"2008-09-24","東都2部","駒澤大学",4,1,"国士舘大学"
"2008-09-24","東都3部","順天堂大学",2,7,"学習院大学"
"2008-09-25","東都1部","日本大学",3,2,"東洋大学"
"2008-09-25","東都1部","立正大学",1,2,"亜細亜大学"
"2008-09-25","東都2部","国士舘大学",3,4,"駒澤大学"
"2008-09-25","東都2部","東京農業大学",1,3,"拓殖大学"
"2008-09-26","東都1部","東洋大学",0,7,"日本大学"
"2008-09-26","東都2部","拓殖大学",4,2,"東京農業大学"
"2008-09-27","東都3部","大正大学",13,2,"成蹊大学"
"2008-09-27","東都3部","順天堂大学",3,1,"芝浦工業大学"
"2008-09-27","東都4部","東京科学大学",3,2,"一橋大学"
"2008-09-28","東都3部","成蹊大学",1,2,"大正大学"
"2008-09-28","東都3部","芝浦工業大学",2,0,"順天堂大学"
"2008-09-28","東都4部","一橋大学",7,2,"東京科学大学"
"2008-09-30","東都1部","東洋大学",7,0,"中央大学"
"2008-09-30","東都1部","立正大学",5,3,"青山学院大学"
"2008-09-30","東都2部","拓殖大学",3,3,"専修大学"
"2008-09-30","東都2部","駒澤大学",7,8,"國學院大學"
"2008-09-30","東都3部","順天堂大学",2,0,"芝浦工業大学"
"2008-09-30","東都4部","東京科学大学",6,3,"一橋大学"
"2008-10-01","東都1部","中央大学",0,2,"東洋大学"
"2008-10-01","東都1部","青山学院大学",2,4,"立正大学"
"2008-10-01","東都2部","國學院大學",3,2,"駒澤大学"
"2008-10-01","東都2部","拓殖大学",7,0,"専修大学"
"2008-10-02","東都2部","専修大学",5,2,"拓殖大学"
"2008-10-03","東都2部","拓殖大学",4,6,"専修大学"
"2008-10-04","東都3部","上智大学",8,2,"芝浦工業大学"
"2008-10-04","東都3部","学習院大学",1,2,"成蹊大学"
"2008-10-04","東都4部","東京科学大学",0,3,"東京都市大学"
"2008-10-05","東都3部","成蹊大学",1,2,"学習院大学"
"2008-10-05","東都3部","芝浦工業大学",3,2,"上智大学"
"2008-10-05","東都4部","東京都市大学",3,2,"東京科学大学"
"2008-10-07","東都1部","亜細亜大学",0,6,"中央大学"
"2008-10-07","東都1部","日本大学",5,5,"青山学院大学"
"2008-10-07","東都2部","国士舘大学",7,4,"専修大学"
"2008-10-07","東都2部","東京農業大学",5,6,"國學院大學"
"2008-10-07","東都3部","学習院大学",4,5,"成蹊大学"
"2008-10-08","東都1部","中央大学",1,2,"亜細亜大学"
"2008-10-08","東都1部","日本大学",1,2,"青山学院大学"
"2008-10-08","東都2部","國學院大學",8,4,"東京農業大学"
"2008-10-08","東都2部","専修大学",0,2,"国士舘大学"
"2008-10-09","東都1部","亜細亜大学",5,1,"中央大学"
"2008-10-09","東都1部","青山学院大学",4,2,"日本大学"
"2008-10-11","東都3部","学習院大学",4,5,"上智大学"
"2008-10-11","東都4部","一橋大学",0,1,"東京都市大学"
"2008-10-12","東都3部","上智大学",3,4,"学習院大学"
"2008-10-12","東都3部","大正大学",5,3,"順天堂大学"
"2008-10-12","東都4部","東京都市大学",2,5,"一橋大学"
"2008-10-13","東都3部","学習院大学",10,1,"上智大学"
"2008-10-13","東都3部","順天堂大学",6,1,"大正大学"
"2008-10-13","東都4部","一橋大学",3,1,"東京都市大学"
"2008-10-14","東都2部","東京農業大学",0,2,"国士舘大学"
"2008-10-14","東都2部","駒澤大学",1,0,"拓殖大学"
"2008-10-14","東都3部","大正大学",4,2,"順天堂大学"
"2008-10-15","東都2部","国士舘大学",5,2,"東京農業大学"
"2008-10-15","東都2部","拓殖大学",3,9,"駒澤大学"
"2008-10-16","東都1部","亜細亜大学",7,0,"日本大学"
"2008-10-16","東都1部","東洋大学",5,1,"立正大学"
"2008-10-17","東都1部","日本大学",2,6,"亜細亜大学"
"2008-10-17","東都1部","立正大学",1,2,"東洋大学"
"2008-10-18","東都3部","芝浦工業大学",4,2,"成蹊大学"
"2008-10-18","東都3部","順天堂大学",9,1,"上智大学"
"2008-10-18","東都4部","東京科学大学",3,5,"一橋大学"
"2008-10-19","東都3部","上智大学",5,2,"順天堂大学"
"2008-10-19","東都3部","成蹊大学",10,6,"芝浦工業大学"
"2008-10-19","東都4部","一橋大学",7,3,"東京科学大学"
"2008-10-20","東都2部","専修大学",2,6,"國學院大學"
"2008-10-20","東都2部","拓殖大学",2,1,"国士舘大学"
"2008-10-21","東都1部","立正大学",1,0,"日本大学"
"2008-10-21","東都1部","青山学院大学",2,1,"中央大学"
"2008-10-21","東都2部","国士舘大学",7,6,"拓殖大学"
"2008-10-21","東都2部","國學院大學",2,3,"専修大学"
"2008-10-22","東都1部","中央大学",3,2,"青山学院大学"
"2008-10-22","東都1部","日本大学",2,7,"立正大学"
"2008-10-22","東都2部","専修大学",5,2,"國學院大學"
"2008-10-22","東都2部","拓殖大学",2,3,"国士舘大学"
"2008-10-22","東都3部","芝浦工業大学",4,2,"成蹊大学"
"2008-10-23","東都1部","青山学院大学",1,2,"中央大学"
"2008-10-25","東都3部","大正大学",1,4,"学習院大学"
"2008-10-25","東都3部","順天堂大学",2,4,"上智大学"
"2008-10-26","東都3部","上智大学",7,8,"芝浦工業大学"
"2008-10-26","東都3部","学習院大学",2,4,"大正大学"
"2008-10-27","東都2部","駒澤大学",0,1,"東京農業大学"
"2008-10-27","東都3部","大正大学",6,4,"学習院大学"
"2008-10-28","東都2部","東京農業大学",6,3,"駒澤大学"
"2008-10-29","東都1部","東洋大学",0,4,"亜細亜大学"
"2008-10-30","東都1部","亜細亜大学",1,2,"東洋大学"
"2008-10-31","東都1部","東洋大学",4,0,"亜細亜大学"
"2008-11-08","東都入替戦","日本大学",1,4,"國學院大學"
"2008-11-09","東都入替戦","日本大学",1,4,"國學院大學"
"2008-11-10","東都入替戦","國學院大學",5,2,"日本大学"
"2008-11-11","東都入替戦","上智大学",5,3,"一橋大学"
"2008-11-11","東都入替戦","拓殖大学",1,1,"大正大学"
"2008-11-12","東都入替戦","一橋大学",2,1,"上智大学"
"2008-11-12","東都入替戦","拓殖大学",3,0,"大正大学"
"2008-11-13","東都入替戦","上智大学",5,4,"一橋大学"
"2008-11-13","東都入替戦","大正大学",1,2,"拓殖大学"
"2009-04-04","東都3部","大正大学",9,0,"芝浦工業大学"
"2009-04-04","東都3部","順天堂大学",4,2,"上智大学"
"2009-04-05","東都3部","上智大学",8,12,"順天堂大学"
"2009-04-05","東都3部","芝浦工業大学",6,15,"大正大学"
"2009-04-07","東都1部","中央大学",3,1,"國學院大學"
"2009-04-07","東都1部","東洋大学",1,1,"青山学院大学"
"2009-04-08","東都1部","國學院大學",1,0,"中央大学"
"2009-04-08","東都1部","東洋大学",4,2,"青山学院大学"
"2009-04-08","東都2部","国士舘大学",1,2,"拓殖大学"
"2009-04-08","東都2部","日本大学",4,1,"東京農業大学"
"2009-04-09","東都1部","中央大学",4,3,"國學院大學"
"2009-04-09","東都1部","青山学院大学",0,3,"東洋大学"
"2009-04-09","東都2部","拓殖大学",4,2,"国士舘大学"
"2009-04-09","東都2部","東京農業大学",3,2,"日本大学"
"2009-04-10","東都2部","日本大学",0,8,"東京農業大学"
"2009-04-11","東都3部","学習院大学",4,1,"芝浦工業大学"
"2009-04-11","東都3部","成蹊大学",3,4,"上智大学"
"2009-04-11","東都4部","一橋大学",12,10,"東京科学大学"
"2009-04-12","東都3部","上智大学",5,9,"成蹊大学"
"2009-04-12","東都3部","芝浦工業大学",0,14,"学習院大学"
"2009-04-12","東都4部","東京科学大学",8,3,"一橋大学"
"2009-04-13","東都2部","専修大学",7,1,"拓殖大学"
"2009-04-13","東都2部","駒澤大学",1,3,"東京農業大学"
"2009-04-14","東都1部","亜細亜大学",2,8,"青山学院大学"
"2009-04-14","東都2部","拓殖大学",10,2,"専修大学"
"2009-04-15","東都1部","立正大学",4,0,"國學院大學"
"2009-04-15","東都1部","青山学院大学",0,4,"亜細亜大学"
"2009-04-15","東都2部","専修大学",7,2,"拓殖大学"
"2009-04-15","東都2部","東京農業大学",5,1,"駒澤大学"
"2009-04-16","東都1部","亜細亜大学",4,5,"青山学院大学"
"2009-04-16","東都1部","國學院大學",2,2,"立正大学"
"2009-04-17","東都1部","國學院大學",2,0,"立正大学"
"2009-04-18","東都3部","大正大学",7,1,"成蹊大学"
"2009-04-18","東都3部","学習院大学",0,2,"順天堂大学"
"2009-04-18","東都4部","東京都市大学",4,5,"東京科学大学"
"2009-04-19","東都3部","成蹊大学",0,6,"大正大学"
"2009-04-19","東都3部","順天堂大学",5,6,"学習院大学"
"2009-04-19","東都4部","東京科学大学",1,7,"東京都市大学"
"2009-04-20","東都2部","日本大学",1,6,"専修大学"
"2009-04-20","東都2部","駒澤大学",0,1,"国士舘大学"
"2009-04-20","東都3部","学習院大学",0,1,"順天堂大学"
"2009-04-21","東都1部","亜細亜大学",1,0,"中央大学"
"2009-04-21","東都1部","東洋大学",4,0,"立正大学"
"2009-04-21","東都2部","国士舘大学",2,5,"駒澤大学"
"2009-04-21","東都2部","専修大学",7,2,"日本大学"
"2009-04-22","東都1部","中央大学",4,5,"亜細亜大学"
"2009-04-22","東都1部","立正大学",2,3,"東洋大学"
"2009-04-22","東都2部","駒澤大学",1,0,"国士舘大学"
"2009-04-24","東都1部","立正大学",0,2,"國學院大學"
"2009-04-26","東都3部","大正大学",14,6,"上智大学"
"2009-04-26","東都3部","順天堂大学",17,2,"芝浦工業大学"
"2009-04-26","東都4部","一橋大学",7,1,"東京都市大学"
"2009-04-27","東都2部","国士舘大学",5,2,"東京農業大学"
"2009-04-27","東都2部","日本大学",4,7,"拓殖大学"
"2009-04-27","東都3部","上智大学",0,3,"大正大学"
"2009-04-28","東都2部","拓殖大学",3,4,"日本大学"
"2009-04-28","東都2部","東京農業大学",5,2,"国士舘大学"
"2009-04-29","東都1部","中央大学",9,4,"青山学院大学"
"2009-04-29","東都1部","東洋大学",5,1,"國學院大學"
"2009-04-29","東都2部","国士舘大学",2,7,"東京農業大学"
"2009-04-29","東都2部","日本大学",11,1,"拓殖大学"
"2009-04-29","東都3部","芝浦工業大学",2,3,"順天堂大学"
"2009-04-29","東都4部","一橋大学",0,4,"東京科学大学"
"2009-04-30","東都1部","國學院大學",1,5,"東洋大学"
"2009-04-30","東都1部","青山学院大学",2,0,"中央大学"
"2009-05-01","東都1部","中央大学",2,3,"青山学院大学"
"2009-05-02","東都3部","学習院大学",0,1,"上智大学"
"2009-05-02","東都3部","成蹊大学",18,1,"芝浦工業大学"
"2009-05-03","東都3部","上智大学",3,2,"学習院大学"
"2009-05-03","東都3部","芝浦工業大学",6,7,"成蹊大学"
"2009-05-03","東都4部","東京都市大学",2,6,"東京科学大学"
"2009-05-04","東都2部","専修大学",10,2,"東京農業大学"
"2009-05-04","東都2部","駒澤大学",1,0,"拓殖大学"
"2009-05-05","東都1部","亜細亜大学",1,0,"國學院大學"
"2009-05-05","東都1部","立正大学",2,3,"青山学院大学"
"2009-05-05","東都2部","東京農業大学",3,3,"専修大学"
"2009-05-05","東都4部","東京都市大学",1,2,"一橋大学"
"2009-05-06","東都1部","青山学院大学",8,0,"立正大学"
"2009-05-08","東都1部","國學院大學",0,4,"亜細亜大学"
"2009-05-09","東都3部","大正大学",0,10,"順天堂大学"
"2009-05-09","東都3部","学習院大学",3,2,"成蹊大学"
"2009-05-09","東都4部","一橋大学",6,7,"東京科学大学"
"2009-05-10","東都3部","成蹊大学",5,6,"学習院大学"
"2009-05-10","東都3部","順天堂大学",0,8,"大正大学"
"2009-05-10","東都4部","東京科学大学",3,8,"一橋大学"
"2009-05-11","東都2部","日本大学",2,0,"国士舘大学"
"2009-05-11","東都2部","駒澤大学",1,3,"専修大学"
"2009-05-11","東都3部","大正大学",6,0,"順天堂大学"
"2009-05-12","東都1部","亜細亜大学",5,1,"立正大学"
"2009-05-12","東都1部","東洋大学",0,1,"中央大学"
"2009-05-12","東都2部","国士舘大学",1,9,"日本大学"
"2009-05-12","東都2部","専修大学",4,2,"駒澤大学"
"2009-05-13","東都1部","中央大学",3,2,"東洋大学"
"2009-05-13","東都1部","立正大学",2,3,"亜細亜大学"
"2009-05-13","東都4部","一橋大学",0,2,"東京科学大学"
"2009-05-14","東都2部","拓殖大学",3,8,"駒澤大学"
"2009-05-14","東都2部","東京農業大学",2,6,"専修大学"
"2009-05-16","東都3部","芝浦工業大学",2,3,"上智大学"
"2009-05-16","東都3部","順天堂大学",2,0,"成蹊大学"
"2009-05-16","東都4部","東京都市大学",5,1,"東京科学大学"
"2009-05-17","東都4部","東京科学大学",2,0,"東京都市大学"
"2009-05-18","東都2部","国士舘大学",5,3,"専修大学"
"2009-05-18","東都2部","東京農業大学",2,6,"拓殖大学"
"2009-05-19","東都1部","中央大学",0,2,"立正大学"
"2009-05-19","東都1部","青山学院大学",4,0,"國學院大學"
"2009-05-19","東都2部","専修大学",4,3,"国士舘大学"
"2009-05-19","東都2部","拓殖大学",8,2,"東京農業大学"
"2009-05-20","東都1部","國學院大學",3,1,"青山学院大学"
"2009-05-20","東都1部","立正大学",4,10,"中央大学"
"2009-05-20","東都2部","国士舘大学",8,2,"専修大学"
"2009-05-20","東都3部","成蹊大学",12,5,"順天堂大学"
"2009-05-20","東都4部","東京都市大学",1,6,"東京科学大学"
"2009-05-21","東都1部","中央大学",7,1,"立正大学"
"2009-05-21","東都1部","青山学院大学",7,2,"國學院大學"
"2009-05-21","東都3部","上智大学",4,2,"芝浦工業大学"
"2009-05-23","東都3部","大正大学",5,2,"学習院大学"
"2009-05-23","東都3部","成蹊大学",2,3,"上智大学"
"2009-05-23","東都4部","一橋大学",6,2,"東京都市大学"
"2009-05-24","東都3部","学習院大学",11,1,"大正大学"
"2009-05-25","東都2部","日本大学",0,3,"駒澤大学"
"2009-05-25","東都3部","大正大学",3,0,"学習院大学"
"2009-05-26","東都1部","東洋大学",3,2,"亜細亜大学"
"2009-05-26","東都2部","駒澤大学",7,0,"日本大学"
"2009-05-26","東都3部","順天堂大学",3,1,"成蹊大学"
"2009-05-26","東都4部","一橋大学",8,4,"東京都市大学"
"2009-05-26","東都4部","東京都市大学",13,5,"一橋大学"
"2009-05-27","東都1部","亜細亜大学",2,3,"東洋大学"
"2009-06-07","東都入替戦","駒澤大学",4,2,"中央大学"
"2009-06-08","東都入替戦","中央大学",2,0,"駒澤大学"
"2009-06-09","東都入替戦","駒澤大学",2,4,"中央大学"
"2009-06-10","東都入替戦","國學院大學",14,1,"大正大学"
"2009-06-10","東都入替戦","成蹊大学",5,4,"東京科学大学"
"2009-06-11","東都入替戦","大正大学",0,2,"國學院大學"
"2009-06-11","東都入替戦","東京科学大学",0,3,"成蹊大学"
"2009-09-05","東都1部","亜細亜大学",4,3,"立正大学"
"2009-09-05","東都1部","東洋大学",3,1,"國學院大學"
"2009-09-05","東都1部","青山学院大学",3,2,"中央大学"
"2009-09-06","東都1部","中央大学",2,3,"青山学院大学"
"2009-09-06","東都1部","國學院大學",1,4,"東洋大学"
"2009-09-06","東都1部","立正大学",3,1,"亜細亜大学"
"2009-09-06","東都3部","上智大学",4,5,"芝浦工業大学"
"2009-09-06","東都3部","大正大学",3,1,"成蹊大学"
"2009-09-07","東都1部","亜細亜大学",2,6,"立正大学"
"2009-09-07","東都2部","専修大学",5,4,"日本大学"
"2009-09-07","東都2部","東京農業大学",2,3,"国士舘大学"
"2009-09-07","東都3部","成蹊大学",6,7,"大正大学"
"2009-09-07","東都3部","芝浦工業大学",1,8,"上智大学"
"2009-09-08","東都2部","国士舘大学",0,4,"東京農業大学"
"2009-09-08","東都2部","日本大学",2,1,"専修大学"
"2009-09-08","東都3部","上智大学",7,2,"芝浦工業大学"
"2009-09-09","東都2部","専修大学",6,10,"日本大学"
"2009-09-09","東都2部","東京農業大学",3,2,"国士舘大学"
"2009-09-12","東都3部","学習院大学",16,0,"芝浦工業大学"
"2009-09-12","東都3部","順天堂大学",3,6,"成蹊大学"
"2009-09-12","東都4部","東京科学大学",3,4,"東京都市大学"
"2009-09-13","東都3部","成蹊大学",6,0,"順天堂大学"
"2009-09-13","東都3部","芝浦工業大学",3,5,"学習院大学"
"2009-09-13","東都4部","東京都市大学",5,6,"東京科学大学"
"2009-09-14","東都2部","拓殖大学",1,4,"国士舘大学"
"2009-09-14","東都2部","駒澤大学",2,5,"日本大学"
"2009-09-15","東都1部","中央大学",3,0,"立正大学"
"2009-09-15","東都1部","青山学院大学",3,5,"國學院大學"
"2009-09-15","東都2部","国士舘大学",7,3,"拓殖大学"
"2009-09-15","東都2部","日本大学",2,6,"駒澤大学"
"2009-09-15","東都4部","東京科学大学",2,4,"東京都市大学"
"2009-09-16","東都1部","國學院大學",2,1,"青山学院大学"
"2009-09-16","東都1部","立正大学",2,1,"中央大学"
"2009-09-16","東都2部","駒澤大学",2,0,"日本大学"
"2009-09-17","東都1部","中央大学",7,2,"立正大学"
"2009-09-19","東都3部","大正大学",4,2,"学習院大学"
"2009-09-19","東都3部","順天堂大学",7,1,"上智大学"
"2009-09-19","東都4部","一橋大学",9,3,"東京都市大学"
"2009-09-20","東都3部","上智大学",1,3,"順天堂大学"
"2009-09-20","東都3部","学習院大学",1,6,"大正大学"
"2009-09-20","東都4部","東京都市大学",2,8,"一橋大学"
"2009-09-21","東都2部","専修大学",2,7,"拓殖大学"
"2009-09-21","東都2部","駒澤大学",1,3,"東京農業大学"
"2009-09-22","東都1部","亜細亜大学",3,1,"國學院大學"
"2009-09-22","東都1部","東洋大学",2,7,"立正大学"
"2009-09-22","東都2部","拓殖大学",2,2,"専修大学"
"2009-09-22","東都2部","東京農業大学",1,6,"駒澤大学"
"2009-09-23","東都1部","國學院大學",4,2,"亜細亜大学"
"2009-09-23","東都1部","立正大学",4,0,"東洋大学"
"2009-09-23","東都2部","拓殖大学",4,1,"専修大学"
"2009-09-23","東都2部","駒澤大学",1,13,"東京農業大学"
"2009-09-24","東都1部","亜細亜大学",1,2,"國學院大學"
"2009-09-26","東都3部","上智大学",4,3,"成蹊大学"
"2009-09-26","東都3部","大正大学",13,0,"芝浦工業大学"
"2009-09-26","東都4部","東京科学大学",1,3,"一橋大学"
"2009-09-27","東都3部","成蹊大学",7,2,"上智大学"
"2009-09-27","東都3部","芝浦工業大学",2,10,"大正大学"
"2009-09-27","東都4部","一橋大学",7,5,"東京科学大学"
"2009-09-28","東都2部","専修大学",3,4,"国士舘大学"
"2009-09-28","東都2部","東京農業大学",1,5,"日本大学"
"2009-09-28","東都3部","上智大学",2,4,"成蹊大学"
"2009-09-29","東都1部","東洋大学",0,6,"中央大学"
"2009-09-29","東都1部","青山学院大学",1,6,"亜細亜大学"
"2009-09-29","東都2部","国士舘大学",9,7,"専修大学"
"2009-09-29","東都2部","日本大学",4,12,"東京農業大学"
"2009-10-01","東都1部","中央大学",1,0,"東洋大学"
"2009-10-01","東都1部","亜細亜大学",4,0,"青山学院大学"
"2009-10-01","東都2部","東京農業大学",2,4,"日本大学"
"2009-10-03","東都3部","学習院大学",7,4,"成蹊大学"
"2009-10-03","東都3部","順天堂大学",5,4,"芝浦工業大学"
"2009-10-04","東都3部","成蹊大学",5,6,"学習院大学"
"2009-10-04","東都3部","芝浦工業大学",2,13,"順天堂大学"
"2009-10-04","東都4部","東京科学大学",3,4,"東京都市大学"
"2009-10-05","東都2部","拓殖大学",0,1,"日本大学"
