"gamedate","gametype","team1","score1","score2","team2"
"2015-04-26","東都2部","立正大学",1,2,"青山学院大学"
"2015-04-26","東都3部","一橋大学",2,3,"大正大学"
"2015-04-26","東都3部","学習院大学",6,4,"成蹊大学"
"2015-04-26","東都4部","上智大学",2,8,"東京科学大学"
"2015-04-28","東都1部","中央大学",5,1,"拓殖大学"
"2015-04-28","東都1部","駒澤大学",4,5,"専修大学"
"2015-04-29","東都1部","専修大学",3,0,"駒澤大学"
"2015-04-29","東都1部","拓殖大学",1,4,"中央大学"
"2015-05-02","東都2部","東洋大学",1,2,"日本大学"
"2015-05-02","東都2部","立正大学",0,8,"国士舘大学"
"2015-05-02","東都2部","青山学院大学",2,4,"東京農業大学"
"2015-05-02","東都3部","芝浦工業大学",2,5,"一橋大学"
"2015-05-02","東都3部","順天堂大学",8,4,"学習院大学"
"2015-05-02","東都4部","東京科学大学",3,0,"東京都市大学"
"2015-05-03","東都2部","国士舘大学",13,5,"立正大学"
"2015-05-03","東都2部","日本大学",4,3,"東洋大学"
"2015-05-03","東都2部","東京農業大学",0,4,"青山学院大学"
"2015-05-03","東都3部","一橋大学",7,5,"芝浦工業大学"
"2015-05-03","東都3部","学習院大学",6,7,"順天堂大学"
"2015-05-03","東都4部","東京都市大学",3,4,"東京科学大学"
"2015-05-04","東都2部","青山学院大学",1,4,"東京農業大学"
"2015-05-05","東都1部","亜細亜大学",8,4,"拓殖大学"
"2015-05-05","東都1部","國學院大學",9,3,"専修大学"
"2015-05-06","東都1部","専修大学",1,2,"國學院大學"
"2015-05-06","東都1部","拓殖大学",1,1,"亜細亜大学"
"2015-05-07","東都1部","拓殖大学",3,6,"亜細亜大学"
"2015-05-09","東都3部","大正大学",0,1,"成蹊大学"
"2015-05-09","東都3部","芝浦工業大学",4,3,"順天堂大学"
"2015-05-09","東都4部","上智大学",2,0,"東京都市大学"
"2015-05-10","東都3部","成蹊大学",1,4,"大正大学"
"2015-05-10","東都3部","順天堂大学",4,2,"芝浦工業大学"
"2015-05-10","東都4部","東京都市大学",5,6,"上智大学"
"2015-05-11","東都3部","大正大学",1,4,"成蹊大学"
"2015-05-11","東都3部","芝浦工業大学",1,2,"順天堂大学"
"2015-05-12","東都1部","國學院大學",1,7,"亜細亜大学"
"2015-05-12","東都1部","駒澤大学",6,9,"中央大学"
"2015-05-13","東都1部","中央大学",15,8,"駒澤大学"
"2015-05-13","東都1部","亜細亜大学",3,5,"國學院大學"
"2015-05-14","東都1部","國學院大學",5,1,"亜細亜大学"
"2015-05-16","東都2部","東洋大学",1,0,"国士舘大学"
"2015-05-16","東都2部","立正大学",3,2,"東京農業大学"
"2015-05-17","東都2部","国士舘大学",2,13,"東洋大学"
"2015-05-17","東都2部","東京農業大学",4,10,"立正大学"
"2015-05-17","東都2部","青山学院大学",3,5,"日本大学"
"2015-05-17","東都3部","学習院大学",1,0,"一橋大学"
"2015-05-17","東都3部","成蹊大学",6,9,"順天堂大学"
"2015-05-17","東都4部","上智大学",2,1,"東京科学大学"
"2015-05-18","東都2部","日本大学",9,4,"青山学院大学"
"2015-05-18","東都3部","一橋大学",3,3,"学習院大学"
"2015-05-18","東都3部","順天堂大学",6,9,"成蹊大学"
"2015-05-19","東都1部","中央大学",3,5,"亜細亜大学"
"2015-05-19","東都1部","拓殖大学",3,7,"専修大学"
"2015-05-19","東都3部","一橋大学",5,6,"学習院大学"
"2015-05-19","東都3部","成蹊大学",1,3,"順天堂大学"
"2015-05-20","東都1部","亜細亜大学",4,6,"中央大学"
"2015-05-20","東都1部","専修大学",1,0,"拓殖大学"
"2015-05-21","東都1部","中央大学",10,4,"亜細亜大学"
"2015-05-23","東都2部","国士舘大学",4,1,"東京農業大学"
"2015-05-23","東都2部","日本大学",1,2,"立正大学"
"2015-05-23","東都2部","青山学院大学",1,2,"東洋大学"
"2015-05-23","東都3部","大正大学",1,3,"芝浦工業大学"
"2015-05-23","東都4部","東京科学大学",1,8,"上智大学"
"2015-05-24","東都2部","東京農業大学",1,12,"国士舘大学"
"2015-05-24","東都2部","東洋大学",5,3,"青山学院大学"
"2015-05-24","東都2部","立正大学",4,13,"日本大学"
"2015-05-24","東都3部","芝浦工業大学",4,6,"大正大学"
"2015-05-25","東都2部","日本大学",5,0,"立正大学"
"2015-05-25","東都3部","大正大学",5,1,"芝浦工業大学"
"2015-05-26","東都1部","駒澤大学",3,0,"國學院大學"
"2015-05-27","東都1部","國學院大學",6,1,"駒澤大学"
"2015-05-28","東都1部","駒澤大学",5,1,"國學院大學"
"2015-06-16","東都入替戦","青山学院大学",4,1,"立正大学"
"2015-06-17","東都入替戦","立正大学",2,4,"青山学院大学"
"2015-06-18","東都入替戦","上智大学",7,5,"一橋大学"
"2015-06-18","東都入替戦","東京農業大学",6,0,"芝浦工業大学"
"2015-09-02","東都1部","國學院大學",4,5,"日本大学"
"2015-09-02","東都1部","専修大学",2,6,"亜細亜大学"
"2015-09-03","東都1部","亜細亜大学",1,3,"専修大学"
"2015-09-03","東都1部","日本大学",3,1,"國學院大學"
"2015-09-04","東都1部","専修大学",7,3,"亜細亜大学"
"2015-09-05","東都2部","拓殖大学",3,2,"立正大学"
"2015-09-05","東都2部","東洋大学",3,0,"国士舘大学"
"2015-09-05","東都2部","青山学院大学",3,10,"東京農業大学"
"2015-09-05","東都3部","大正大学",3,0,"上智大学"
"2015-09-05","東都3部","順天堂大学",5,3,"芝浦工業大学"
"2015-09-05","東都4部","東京科学大学",4,0,"東京都市大学"
"2015-09-06","東都2部","国士舘大学",5,1,"東洋大学"
"2015-09-06","東都2部","東京農業大学",6,7,"青山学院大学"
"2015-09-06","東都2部","立正大学",7,3,"拓殖大学"
"2015-09-06","東都3部","上智大学",0,11,"大正大学"
"2015-09-06","東都3部","芝浦工業大学",2,4,"順天堂大学"
"2015-09-06","東都4部","東京都市大学",5,2,"東京科学大学"
"2015-09-07","東都2部","拓殖大学",4,2,"立正大学"
"2015-09-11","東都1部","中央大学",1,2,"亜細亜大学"
"2015-09-11","東都1部","駒澤大学",2,1,"日本大学"
"2015-09-12","東都2部","拓殖大学",2,0,"国士舘大学"
"2015-09-12","東都2部","東洋大学",4,3,"東京農業大学"
"2015-09-12","東都2部","青山学院大学",3,4,"立正大学"
"2015-09-12","東都3部","学習院大学",2,1,"芝浦工業大学"
"2015-09-12","東都3部","成蹊大学",0,1,"上智大学"
"2015-09-12","東都4部","一橋大学",4,2,"東京科学大学"
"2015-09-13","東都2部","国士舘大学",0,1,"拓殖大学"
"2015-09-13","東都2部","東京農業大学",3,0,"東洋大学"
"2015-09-13","東都2部","立正大学",2,3,"青山学院大学"
"2015-09-13","東都3部","上智大学",4,6,"成蹊大学"
"2015-09-13","東都3部","芝浦工業大学",2,3,"学習院大学"
"2015-09-13","東都4部","東京科学大学",1,8,"一橋大学"
"2015-09-14","東都2部","東洋大学",2,1,"東京農業大学"
"2015-09-14","東都2部","青山学院大学",4,7,"立正大学"
"2015-09-14","東都3部","成蹊大学",3,3,"上智大学"
"2015-09-15","東都1部","中央大学",4,2,"國學院大學"
"2015-09-15","東都1部","専修大学",4,0,"駒澤大学"
"2015-09-15","東都3部","成蹊大学",6,3,"上智大学"
"2015-09-16","東都1部","國學院大學",5,3,"中央大学"
"2015-09-16","東都1部","駒澤大学",1,2,"専修大学"
"2015-09-16","東都4部","東京科学大学",3,6,"東京都市大学"
"2015-09-19","東都2部","東洋大学",8,1,"国士舘大学"
"2015-09-19","東都2部","青山学院大学",7,4,"東京農業大学"
"2015-09-19","東都3部","学習院大学",5,6,"大正大学"
"2015-09-19","東都3部","順天堂大学",3,2,"成蹊大学"
"2015-09-19","東都4部","一橋大学",2,0,"東京都市大学"
"2015-09-20","東都3部","大正大学",11,0,"学習院大学"
"2015-09-20","東都3部","成蹊大学",3,6,"順天堂大学"
"2015-09-20","東都4部","東京都市大学",1,2,"一橋大学"
"2015-09-22","東都1部","國學院大學",0,1,"亜細亜大学"
"2015-09-22","東都1部","専修大学",8,4,"日本大学"
"2015-09-24","東都1部","亜細亜大学",1,5,"國學院大學"
"2015-09-24","東都1部","日本大学",2,0,"専修大学"
"2015-09-26","東都2部","国士舘大学",6,2,"立正大学"
"2015-09-26","東都2部","東洋大学",0,1,"青山学院大学"
"2015-09-26","東都3部","大正大学",0,4,"芝浦工業大学"
"2015-09-26","東都3部","順天堂大学",0,2,"上智大学"
"2015-09-26","東都4部","東京科学大学",4,2,"東京都市大学"
"2015-09-27","東都2部","拓殖大学",2,0,"東京農業大学"
"2015-09-27","東都2部","立正大学",6,0,"国士舘大学"
"2015-09-27","東都2部","青山学院大学",1,2,"東洋大学"
"2015-09-27","東都3部","上智大学",2,0,"順天堂大学"
"2015-09-27","東都3部","芝浦工業大学",3,1,"大正大学"
"2015-09-27","東都4部","東京都市大学",2,5,"東京科学大学"
"2015-09-28","東都2部","国士舘大学",13,1,"立正大学"
"2015-09-28","東都2部","東京農業大学",6,4,"拓殖大学"
"2015-09-28","東都2部","東洋大学",2,0,"青山学院大学"
"2015-09-29","東都1部","中央大学",2,0,"日本大学"
"2015-09-29","東都1部","駒澤大学",2,10,"亜細亜大学"
"2015-09-30","東都1部","亜細亜大学",0,4,"駒澤大学"
"2015-09-30","東都1部","日本大学",4,1,"中央大学"
"2015-10-01","東都1部","中央大学",7,4,"日本大学"
"2015-10-02","東都1部","駒澤大学",1,2,"亜細亜大学"
"2015-10-03","東都2部","国士舘大学",2,3,"東京農業大学"
"2015-10-03","東都2部","拓殖大学",5,4,"青山学院大学"
"2015-10-03","東都2部","東洋大学",3,4,"立正大学"
"2015-10-03","東都3部","学習院大学",3,13,"上智大学"
"2015-10-03","東都3部","成蹊大学",3,4,"芝浦工業大学"
"2015-10-03","東都4部","一橋大学",7,4,"東京科学大学"
"2015-10-04","東都2部","東京農業大学",3,1,"国士舘大学"
"2015-10-04","東都2部","立正大学",2,0,"東洋大学"
"2015-10-04","東都2部","青山学院大学",12,2,"拓殖大学"
"2015-10-04","東都3部","上智大学",0,2,"学習院大学"
"2015-10-04","東都3部","芝浦工業大学",4,5,"成蹊大学"
"2015-10-04","東都4部","東京科学大学",1,15,"一橋大学"
"2015-10-05","東都2部","拓殖大学",1,0,"青山学院大学"
"2015-10-05","東都3部","学習院大学",1,0,"上智大学"
"2015-10-05","東都3部","成蹊大学",2,6,"芝浦工業大学"
"2015-10-06","東都1部","中央大学",5,2,"駒澤大学"
"2015-10-06","東都1部","亜細亜大学",3,5,"日本大学"
"2015-10-06","東都1部","専修大学",3,5,"國學院大學"
"2015-10-07","東都1部","國學院大學",4,2,"専修大学"
"2015-10-07","東都1部","日本大学",3,13,"亜細亜大学"
"2015-10-07","東都1部","駒澤大学",3,4,"中央大学"
"2015-10-08","東都1部","亜細亜大学",4,1,"日本大学"
"2015-10-10","東都2部","拓殖大学",1,4,"東京農業大学"
"2015-10-10","東都3部","学習院大学",8,3,"成蹊大学"
"2015-10-10","東都3部","芝浦工業大学",1,4,"上智大学"
"2015-10-10","東都3部","順天堂大学",8,6,"大正大学"
"2015-10-10","東都4部","一橋大学",2,4,"東京都市大学"
"2015-10-11","東都4部","東京都市大学",1,10,"一橋大学"
"2015-10-12","東都3部","上智大学",2,3,"芝浦工業大学"
"2015-10-12","東都3部","大正大学",0,5,"順天堂大学"
"2015-10-12","東都3部","成蹊大学",1,2,"学習院大学"
"2015-10-13","東都3部","芝浦工業大学",4,6,"上智大学"
"2015-10-14","東都1部","國學院大學",3,0,"駒澤大学"
"2015-10-14","東都1部","専修大学",9,1,"中央大学"
"2015-10-15","東都1部","中央大学",7,5,"専修大学"
"2015-10-15","東都1部","駒澤大学",3,9,"國學院大學"
"2015-10-16","東都1部","専修大学",10,2,"中央大学"
"2015-10-17","東都2部","拓殖大学",4,1,"東洋大学"
"2015-10-17","東都2部","立正大学",2,4,"東京農業大学"
"2015-10-18","東都2部","東京農業大学",3,2,"立正大学"
"2015-10-18","東都2部","東洋大学",6,0,"拓殖大学"
"2015-10-18","東都2部","青山学院大学",1,0,"国士舘大学"
"2015-10-18","東都3部","大正大学",4,1,"成蹊大学"
"2015-10-18","東都3部","順天堂大学",1,2,"学習院大学"
"2015-10-18","東都4部","一橋大学",4,5,"東京都市大学"
"2015-10-19","東都2部","国士舘大学",1,4,"青山学院大学"
"2015-10-19","東都2部","拓殖大学",0,9,"東洋大学"
"2015-10-19","東都3部","学習院大学",6,3,"順天堂大学"
"2015-10-19","東都3部","成蹊大学",4,7,"大正大学"
"2015-10-20","東都1部","亜細亜大学",7,1,"中央大学"
"2015-10-20","東都1部","日本大学",5,1,"駒澤大学"
"2015-10-21","東都1部","駒澤大学",0,1,"日本大学"
"2015-10-22","東都1部","中央大学",6,2,"國學院大學"
"2015-10-23","東都1部","専修大学",5,8,"日本大学"
"2015-10-27","東都1部","國學院大學",2,5,"亜細亜大学"
"2015-11-07","東都入替戦","駒澤大学",1,0,"東洋大学"
"2015-11-09","東都入替戦","東洋大学",8,4,"駒澤大学"
"2015-11-10","東都入替戦","駒澤大学",1,10,"東洋大学"
"2015-11-11","東都入替戦","国士舘大学",7,0,"学習院大学"
"2015-11-11","東都入替戦","成蹊大学",4,2,"一橋大学"
"2015-11-12","東都入替戦","一橋大学",0,1,"成蹊大学"
"2015-11-12","東都入替戦","学習院大学",0,8,"国士舘大学"
"2016-04-02","東都3部","大正大学",23,0,"成蹊大学"
"2016-04-02","東都3部","学習院大学",3,2,"芝浦工業大学"
"2016-04-02","東都4部","東京都市大学",5,4,"東京科学大学"
"2016-04-03","東都3部","成蹊大学",5,1,"大正大学"
"2016-04-03","東都3部","芝浦工業大学",6,3,"学習院大学"
"2016-04-03","東都4部","東京科学大学",8,3,"東京都市大学"
"2016-04-05","東都1部","亜細亜大学",6,7,"國學院大學"
"2016-04-05","東都1部","専修大学",3,8,"東洋大学"
"2016-04-05","東都2部","拓殖大学",1,2,"国士舘大学"
"2016-04-05","東都2部","駒澤大学",1,6,"立正大学"
"2016-04-06","東都1部","國學院大學",4,2,"亜細亜大学"
"2016-04-06","東都1部","東洋大学",4,9,"専修大学"
"2016-04-06","東都2部","国士舘大学",0,2,"拓殖大学"
"2016-04-06","東都2部","立正大学",4,0,"駒澤大学"
"2016-04-06","東都3部","大正大学",4,1,"成蹊大学"
"2016-04-06","東都3部","学習院大学",7,3,"芝浦工業大学"
"2016-04-08","東都1部","専修大学",5,6,"東洋大学"
"2016-04-09","東都3部","上智大学",8,4,"成蹊大学"
"2016-04-09","東都3部","順天堂大学",9,1,"芝浦工業大学"
"2016-04-09","東都4部","一橋大学",14,1,"東京都市大学"
"2016-04-10","東都3部","成蹊大学",0,1,"上智大学"
"2016-04-10","東都3部","芝浦工業大学",0,4,"順天堂大学"
"2016-04-10","東都4部","東京都市大学",3,6,"一橋大学"
"2016-04-12","東都1部","中央大学",0,2,"東洋大学"
"2016-04-12","東都1部","日本大学",5,2,"國學院大學"
"2016-04-12","東都2部","東京農業大学",1,6,"立正大学"
"2016-04-12","東都2部","青山学院大学",2,4,"国士舘大学"
"2016-04-13","東都1部","國學院大學",1,0,"日本大学"
"2016-04-13","東都1部","東洋大学",9,6,"中央大学"
"2016-04-13","東都2部","国士舘大学",1,3,"青山学院大学"
"2016-04-13","東都2部","立正大学",5,2,"東京農業大学"
"2016-04-14","東都1部","日本大学",4,11,"國學院大學"
"2016-04-15","東都2部","青山学院大学",7,2,"国士舘大学"
"2016-04-16","東都3部","学習院大学",2,5,"上智大学"
"2016-04-16","東都3部","順天堂大学",4,3,"大正大学"
"2016-04-16","東都4部","一橋大学",2,4,"東京科学大学"
"2016-04-17","東都3部","大正大学",1,2,"順天堂大学"
"2016-04-18","東都2部","東京農業大学",3,1,"拓殖大学"
"2016-04-18","東都2部","駒澤大学",5,4,"青山学院大学"
"2016-04-18","東都3部","上智大学",0,1,"学習院大学"
"2016-04-19","東都2部","拓殖大学",1,3,"東京農業大学"
"2016-04-19","東都2部","青山学院大学",2,0,"駒澤大学"
"2016-04-19","東都3部","学習院大学",2,1,"上智大学"
"2016-04-20","東都1部","亜細亜大学",5,3,"中央大学"
"2016-04-20","東都1部","日本大学",1,6,"専修大学"
"2016-04-20","東都2部","駒澤大学",2,4,"青山学院大学"
"2016-04-21","東都1部","中央大学",4,5,"亜細亜大学"
"2016-04-21","東都1部","専修大学",3,7,"日本大学"
"2016-04-21","東都2部","拓殖大学",4,0,"国士舘大学"
"2016-04-22","東都1部","日本大学",4,5,"専修大学"
"2016-04-23","東都3部","大正大学",12,0,"芝浦工業大学"
"2016-04-23","東都3部","学習院大学",10,6,"成蹊大学"
"2016-04-23","東都4部","東京都市大学",4,3,"東京科学大学"
"2016-04-25","東都2部","拓殖大学",2,7,"立正大学"
"2016-04-25","東都2部","駒澤大学",2,0,"国士舘大学"
"2016-04-25","東都3部","成蹊大学",4,5,"学習院大学"
"2016-04-25","東都3部","芝浦工業大学",10,12,"大正大学"
"2016-04-26","東都2部","国士舘大学",6,4,"駒澤大学"
"2016-04-26","東都2部","立正大学",6,0,"拓殖大学"
"2016-04-27","東都1部","亜細亜大学",9,0,"東洋大学"
"2016-04-27","東都1部","専修大学",5,6,"國學院大學"
"2016-04-27","東都2部","駒澤大学",4,2,"国士舘大学"
"2016-04-29","東都1部","國學院大學",3,4,"専修大学"
"2016-04-29","東都1部","東洋大学",4,11,"亜細亜大学"
"2016-04-30","東都3部","上智大学",2,0,"芝浦工業大学"
"2016-04-30","東都3部","順天堂大学",4,10,"成蹊大学"
"2016-04-30","東都4部","東京都市大学",2,4,"東京科学大学"
"2016-05-01","東都3部","成蹊大学",4,2,"順天堂大学"
"2016-05-01","東都3部","芝浦工業大学",10,4,"上智大学"
"2016-05-01","東都4部","東京科学大学",8,5,"東京都市大学"
"2016-05-02","東都3部","上智大学",3,15,"芝浦工業大学"
"2016-05-03","東都1部","中央大学",1,4,"國學院大學"
"2016-05-03","東都1部","日本大学",3,4,"東洋大学"
"2016-05-03","東都2部","東京農業大学",1,6,"国士舘大学"
"2016-05-03","東都2部","青山学院大学",1,2,"立正大学"
"2016-05-03","東都4部","東京科学大学",2,12,"一橋大学"
"2016-05-04","東都1部","國學院大學",7,3,"中央大学"
"2016-05-04","東都1部","東洋大学",10,4,"日本大学"
"2016-05-04","東都2部","国士舘大学",2,8,"東京農業大学"
"2016-05-04","東都2部","立正大学",1,5,"青山学院大学"
"2016-05-04","東都4部","一橋大学",3,2,"東京科学大学"
"2016-05-05","東都2部","東京農業大学",11,1,"国士舘大学"
"2016-05-05","東都2部","青山学院大学",6,2,"立正大学"
"2016-05-06","東都1部","専修大学",3,9,"國學院大學"
"2016-05-07","東都3部","学習院大学",3,7,"大正大学"
"2016-05-07","東都3部","芝浦工業大学",9,4,"成蹊大学"
"2016-05-07","東都4部","一橋大学",3,7,"東京都市大学"
"2016-05-08","東都3部","大正大学",21,5,"学習院大学"
"2016-05-08","東都3部","成蹊大学",15,4,"芝浦工業大学"
"2016-05-08","東都4部","東京都市大学",1,7,"一橋大学"
"2016-05-09","東都3部","芝浦工業大学",2,1,"成蹊大学"
"2016-05-10","東都1部","亜細亜大学",6,1,"専修大学"
"2016-05-10","東都1部","日本大学",4,3,"中央大学"
"2016-05-10","東都2部","東京農業大学",5,7,"青山学院大学"
"2016-05-10","東都2部","駒澤大学",3,4,"拓殖大学"
"2016-05-12","東都1部","中央大学",2,4,"日本大学"
"2016-05-12","東都1部","専修大学",1,3,"亜細亜大学"
"2016-05-12","東都2部","拓殖大学",4,3,"駒澤大学"
"2016-05-12","東都2部","青山学院大学",1,0,"東京農業大学"
"2016-05-14","東都3部","大正大学",9,1,"上智大学"
"2016-05-14","東都3部","学習院大学",4,14,"順天堂大学"
"2016-05-14","東都4部","一橋大学",4,3,"東京科学大学"
"2016-05-15","東都3部","上智大学",3,6,"大正大学"
"2016-05-15","東都3部","順天堂大学",3,7,"学習院大学"
"2016-05-15","東都4部","東京科学大学",3,6,"一橋大学"
"2016-05-16","東都3部","学習院大学",3,4,"順天堂大学"
"2016-05-18","東都1部","國學院大學",3,2,"東洋大学"
"2016-05-18","東都1部","専修大学",3,10,"中央大学"
"2016-05-18","東都2部","拓殖大学",6,1,"青山学院大学"
"2016-05-18","東都2部","立正大学",4,1,"国士舘大学"
"2016-05-19","東都1部","中央大学",1,0,"専修大学"
"2016-05-19","東都1部","東洋大学",3,2,"國學院大學"
"2016-05-19","東都2部","国士舘大学",2,5,"立正大学"
"2016-05-19","東都2部","青山学院大学",7,2,"拓殖大学"
"2016-05-20","東都1部","國學院大學",5,6,"東洋大学"
"2016-05-20","東都2部","拓殖大学",1,4,"青山学院大学"
"2016-05-21","東都3部","順天堂大学",13,2,"上智大学"
"2016-05-21","東都4部","一橋大学",1,2,"東京都市大学"
"2016-05-22","東都3部","上智大学",8,13,"順天堂大学"
"2016-05-23","東都2部","駒澤大学",5,2,"東京農業大学"
"2016-05-24","東都1部","亜細亜大学",5,0,"日本大学"
"2016-05-24","東都2部","東京農業大学",6,12,"駒澤大学"
"2016-05-25","東都1部","日本大学",1,7,"亜細亜大学"
"2016-06-15","東都入替戦","拓殖大学",2,8,"日本大学"
"2016-06-16","東都入替戦","日本大学",5,1,"拓殖大学"
"2016-06-22","東都入替戦","一橋大学",0,1,"上智大学"
"2016-06-22","東都入替戦","東京農業大学",11,0,"順天堂大学"
"2016-06-23","東都入替戦","上智大学",1,5,"一橋大学"
"2016-06-23","東都入替戦","順天堂大学",1,5,"東京農業大学"
"2016-06-24","東都入替戦","一橋大学",1,5,"上智大学"
"2016-09-03","東都3部","学習院大学",4,2,"成蹊大学"
"2016-09-03","東都3部","順天堂大学",2,14,"上智大学"
"2016-09-03","東都4部","東京都市大学",6,0,"東京科学大学"
"2016-09-04","東都3部","上智大学",4,0,"順天堂大学"
"2016-09-04","東都3部","成蹊大学",4,1,"学習院大学"
"2016-09-05","東都1部","亜細亜大学",7,3,"専修大学"
"2016-09-05","東都1部","東洋大学",8,3,"中央大学"
"2016-09-05","東都2部","青山学院大学",2,1,"東京農業大学"
"2016-09-05","東都2部","駒澤大学",4,3,"国士舘大学"
"2016-09-06","東都1部","中央大学",1,6,"東洋大学"
"2016-09-06","東都1部","専修大学",3,11,"亜細亜大学"
"2016-09-06","東都2部","国士舘大学",10,3,"駒澤大学"
"2016-09-06","東都2部","東京農業大学",0,3,"青山学院大学"
"2016-09-06","東都3部","学習院大学",2,1,"成蹊大学"
"2016-09-06","東都4部","東京科学大学",1,7,"東京都市大学"
"2016-09-07","東都2部","駒澤大学",6,7,"国士舘大学"
"2016-09-10","東都3部","大正大学",8,0,"上智大学"
"2016-09-10","東都3部","芝浦工業大学",5,3,"成蹊大学"
"2016-09-10","東都4部","一橋大学",0,3,"東京都市大学"
"2016-09-11","東都4部","東京都市大学",3,4,"一橋大学"
"2016-09-12","東都2部","拓殖大学",4,5,"国士舘大学"
"2016-09-12","東都2部","立正大学",4,3,"東京農業大学"
"2016-09-12","東都3部","上智大学",0,2,"大正大学"
"2016-09-12","東都3部","成蹊大学",2,4,"芝浦工業大学"
"2016-09-12","東都4部","一橋大学",8,2,"東京都市大学"
"2016-09-14","東都1部","國學院大學",3,1,"専修大学"
"2016-09-14","東都1部","日本大学",5,2,"中央大学"
"2016-09-14","東都2部","国士舘大学",2,0,"拓殖大学"
"2016-09-14","東都2部","東京農業大学",1,6,"立正大学"
"2016-09-15","東都1部","中央大学",3,6,"日本大学"
"2016-09-15","東都1部","専修大学",5,3,"國學院大學"
"2016-09-16","東都1部","國學院大學",5,3,"専修大学"
"2016-09-17","東都3部","大正大学",7,2,"学習院大学"
"2016-09-17","東都3部","順天堂大学",5,6,"芝浦工業大学"
"2016-09-17","東都4部","一橋大学",9,0,"東京科学大学"
"2016-09-18","東都3部","学習院大学",3,5,"大正大学"
"2016-09-18","東都3部","芝浦工業大学",4,2,"順天堂大学"
"2016-09-18","東都4部","東京科学大学",2,4,"一橋大学"
"2016-09-21","東都1部","亜細亜大学",2,3,"日本大学"
"2016-09-21","東都1部","國學院大學",2,3,"東洋大学"
"2016-09-21","東都2部","立正大学",1,2,"駒澤大学"
"2016-09-21","東都2部","青山学院大学",3,1,"拓殖大学"
"2016-09-24","東都3部","順天堂大学",5,8,"成蹊大学"
"2016-09-25","東都3部","学習院大学",2,1,"上智大学"
"2016-09-25","東都3部","成蹊大学",2,3,"順天堂大学"
"2016-09-25","東都4部","東京科学大学",3,10,"東京都市大学"
"2016-09-26","東都2部","青山学院大学",0,2,"国士舘大学"
"2016-09-26","東都2部","駒澤大学",7,1,"東京農業大学"
"2016-09-26","東都3部","上智大学",5,6,"学習院大学"
"2016-09-26","東都3部","順天堂大学",4,0,"成蹊大学"
"2016-09-27","東都2部","国士舘大学",1,2,"青山学院大学"
"2016-09-27","東都2部","東京農業大学",3,4,"駒澤大学"
"2016-09-28","東都1部","亜細亜大学",2,3,"中央大学"
"2016-09-28","東都1部","東洋大学",6,3,"専修大学"
"2016-09-28","東都2部","青山学院大学",5,9,"国士舘大学"
"2016-09-29","東都1部","中央大学",0,4,"亜細亜大学"
"2016-09-29","東都1部","専修大学",0,2,"東洋大学"
"2016-09-29","東都2部","駒澤大学",2,0,"立正大学"
"2016-09-30","東都1部","亜細亜大学",2,7,"中央大学"
"2016-10-01","東都3部","大正大学",3,1,"成蹊大学"
"2016-10-01","東都3部","芝浦工業大学",0,4,"上智大学"
"2016-10-01","東都4部","一橋大学",4,3,"東京都市大学"
"2016-10-02","東都3部","上智大学",2,0,"芝浦工業大学"
"2016-10-02","東都3部","成蹊大学",0,6,"大正大学"
"2016-10-02","東都4部","東京都市大学",3,5,"一橋大学"
"2016-10-03","東都2部","拓殖大学",5,1,"東京農業大学"
"2016-10-03","東都2部","立正大学",3,2,"国士舘大学"
"2016-10-04","東都1部","國學院大學",5,2,"中央大学"
"2016-10-04","東都1部","日本大学",7,8,"専修大学"
"2016-10-04","東都2部","国士舘大学",1,2,"立正大学"
"2016-10-04","東都2部","東京農業大学",2,3,"拓殖大学"
"2016-10-05","東都1部","中央大学",2,5,"國學院大學"
"2016-10-05","東都1部","専修大学",3,11,"日本大学"
"2016-10-06","東都1部","日本大学",8,3,"専修大学"
"2016-10-06","東都2部","拓殖大学",0,1,"青山学院大学"
"2016-10-07","東都1部","東洋大学",2,4,"國學院大學"
"2016-10-10","東都3部","上智大学",4,1,"成蹊大学"
"2016-10-10","東都3部","大正大学",2,0,"芝浦工業大学"
"2016-10-10","東都3部","順天堂大学",1,5,"学習院大学"
"2016-10-10","東都4部","一橋大学",5,4,"東京科学大学"
"2016-10-11","東都1部","亜細亜大学",3,6,"東洋大学"
"2016-10-11","東都1部","國學院大學",0,3,"日本大学"
"2016-10-11","東都2部","立正大学",1,1,"拓殖大学"
"2016-10-11","東都2部","青山学院大学",2,0,"駒澤大学"
"2016-10-11","東都3部","学習院大学",7,3,"順天堂大学"
"2016-10-11","東都3部","芝浦工業大学",4,9,"大正大学"
"2016-10-12","東都1部","日本大学",0,0,"國學院大學"
"2016-10-12","東都1部","東洋大学",3,5,"亜細亜大学"
"2016-10-12","東都2部","立正大学",6,0,"拓殖大学"
"2016-10-12","東都2部","駒澤大学",1,4,"青山学院大学"
"2016-10-13","東都1部","亜細亜大学",6,4,"東洋大学"
"2016-10-13","東都1部","日本大学",7,5,"國學院大學"
"2016-10-13","東都2部","拓殖大学",8,4,"立正大学"
"2016-10-14","東都2部","立正大学",3,1,"拓殖大学"
"2016-10-15","東都3部","学習院大学",6,0,"芝浦工業大学"
"2016-10-15","東都3部","成蹊大学",2,0,"上智大学"
"2016-10-15","東都3部","順天堂大学",1,6,"大正大学"
"2016-10-15","東都4部","東京都市大学",6,5,"東京科学大学"
