"gamedate","gametype","team1","score1","score2","team2"
"2003-10-05","東京六大学","慶應",8,9,"東大"
"2003-10-05","東京六大学","早稲田",9,0,"立教"
"2003-10-06","東京六大学","東大",4,12,"慶應"
"2003-10-11","東京六大学","東大",0,3,"法政"
"2003-10-11","東京六大学","立教",2,10,"明治"
"2003-10-12","東京六大学","明治",5,1,"立教"
"2003-10-12","東京六大学","法政",15,10,"東大"
"2003-10-18","東京六大学","慶應",2,4,"法政"
"2003-10-18","東京六大学","早稲田",2,0,"明治"
"2003-10-19","東京六大学","明治",1,10,"早稲田"
"2003-10-19","東京六大学","法政",4,5,"慶應"
"2003-10-20","東京六大学","慶應",4,3,"法政"
"2003-10-25","東京六大学","東大",2,6,"立教"
"2003-10-25","東京六大学","法政",0,3,"明治"
"2003-10-26","東京六大学","明治",8,3,"法政"
"2003-10-26","東京六大学","立教",6,0,"東大"
"2003-11-01","東京六大学","慶應",1,7,"早稲田"
"2003-11-02","東京六大学","慶應",7,1,"立教"
"2003-11-02","東京六大学","慶應",3,4,"明治"
"2003-11-02","東京六大学","慶應",1,4,"明治"
"2003-11-02","東京六大学","慶應",8,9,"東大"
"2003-11-02","東京六大学","慶應",2,4,"法政"
"2003-11-02","東京六大学","慶應",4,3,"法政"
"2003-11-02","東京六大学","慶應",1,7,"早稲田"
"2003-11-02","東京六大学","早稲田",15,0,"東大"
"2003-11-02","東京六大学","早稲田",7,4,"法政"
"2003-11-02","東京六大学","早稲田",9,0,"立教"
"2003-11-02","東京六大学","早稲田",2,0,"明治"
"2003-11-02","東京六大学","早稲田",4,3,"慶應"
"2003-11-02","東京六大学","明治",4,2,"東大"
"2003-11-02","東京六大学","明治",1,1,"慶應"
"2003-11-02","東京六大学","明治",5,1,"立教"
"2003-11-02","東京六大学","明治",1,10,"早稲田"
"2003-11-02","東京六大学","明治",8,3,"法政"
"2003-11-02","東京六大学","東大",1,5,"早稲田"
"2003-11-02","東京六大学","東大",2,3,"明治"
"2003-11-02","東京六大学","東大",3,4,"慶應"
"2003-11-02","東京六大学","東大",4,12,"慶應"
"2003-11-02","東京六大学","東大",0,3,"法政"
"2003-11-02","東京六大学","東大",2,6,"立教"
"2003-11-02","東京六大学","法政",2,1,"立教"
"2003-11-02","東京六大学","法政",2,3,"早稲田"
"2003-11-02","東京六大学","法政",15,10,"東大"
"2003-11-02","東京六大学","法政",4,5,"慶應"
"2003-11-02","東京六大学","法政",0,3,"明治"
"2003-11-02","東京六大学","立教",2,5,"慶應"
"2003-11-02","東京六大学","立教",2,3,"法政"
"2003-11-02","東京六大学","立教",4,6,"早稲田"
"2003-11-02","東京六大学","立教",2,10,"明治"
"2003-11-02","東京六大学","立教",6,0,"東大"
"2004-04-10","東京六大学","慶應",2,6,"立教"
"2004-04-10","東京六大学","東大",1,2,"早稲田"
"2004-04-11","東京六大学","早稲田",2,3,"東大"
"2004-04-11","東京六大学","立教",1,6,"慶應"
"2004-04-12","東京六大学","慶應",7,2,"立教"
"2004-04-12","東京六大学","東大",0,4,"早稲田"
"2004-04-17","東京六大学","東大",0,6,"明治"
"2004-04-17","東京六大学","立教",4,1,"法政"
"2004-04-18","東京六大学","明治",14,0,"東大"
"2004-04-18","東京六大学","法政",2,3,"立教"
"2004-04-24","東京六大学","早稲田",5,1,"法政"
"2004-04-24","東京六大学","明治",0,1,"慶應"
"2004-04-25","東京六大学","慶應",2,10,"明治"
"2004-04-25","東京六大学","法政",0,3,"早稲田"
"2004-04-26","東京六大学","明治",6,3,"慶應"
"2004-05-01","東京六大学","慶應",8,1,"東大"
"2004-05-01","東京六大学","早稲田",1,1,"立教"
"2004-05-02","東京六大学","東大",2,7,"慶應"
"2004-05-02","東京六大学","立教",7,0,"早稲田"
"2004-05-03","東京六大学","早稲田",9,2,"立教"
"2004-05-04","東京六大学","立教",7,4,"早稲田"
"2004-05-08","東京六大学","法政",9,0,"東大"
"2004-05-08","東京六大学","立教",5,2,"明治"
"2004-05-11","東京六大学","明治",4,3,"立教"
"2004-05-11","東京六大学","東大",4,3,"法政"
"2004-05-12","東京六大学","法政",20,0,"東大"
"2004-05-12","東京六大学","立教",3,8,"明治"
"2004-05-15","東京六大学","慶應",6,1,"法政"
"2004-05-15","東京六大学","早稲田",6,1,"明治"
"2004-05-16","東京六大学","明治",4,3,"早稲田"
"2004-05-16","東京六大学","法政",4,1,"慶應"
"2004-05-17","東京六大学","慶應",6,10,"法政"
"2004-05-17","東京六大学","早稲田",4,5,"明治"
"2004-05-22","東京六大学","明治",4,1,"法政"
"2004-05-22","東京六大学","東大",3,2,"立教"
"2004-05-23","東京六大学","法政",6,0,"明治"
"2004-05-23","東京六大学","立教",5,3,"東大"
"2004-05-24","東京六大学","明治",7,0,"法政"
"2004-05-24","東京六大学","東大",1,16,"立教"
"2004-05-29","東京六大学","慶應",7,2,"早稲田"
"2004-05-30","東京六大学","慶應",2,6,"立教"
"2004-05-30","東京六大学","慶應",7,2,"立教"
"2004-05-30","東京六大学","慶應",2,10,"明治"
"2004-05-30","東京六大学","慶應",8,1,"東大"
"2004-05-30","東京六大学","慶應",6,1,"法政"
"2004-05-30","東京六大学","慶應",6,10,"法政"
"2004-05-30","東京六大学","慶應",7,2,"早稲田"
"2004-05-30","東京六大学","早稲田",2,3,"東大"
"2004-05-30","東京六大学","早稲田",5,1,"法政"
"2004-05-30","東京六大学","早稲田",1,1,"立教"
"2004-05-30","東京六大学","早稲田",9,2,"立教"
"2004-05-30","東京六大学","早稲田",6,1,"明治"
"2004-05-30","東京六大学","早稲田",4,5,"明治"
"2004-05-30","東京六大学","早稲田",2,9,"慶應"
"2004-05-30","東京六大学","明治",14,0,"東大"
"2004-05-30","東京六大学","明治",0,1,"慶應"
"2004-05-30","東京六大学","明治",6,3,"慶應"
"2004-05-30","東京六大学","明治",4,3,"立教"
"2004-05-30","東京六大学","明治",4,3,"早稲田"
"2004-05-30","東京六大学","明治",4,1,"法政"
"2004-05-30","東京六大学","明治",7,0,"法政"
"2004-05-30","東京六大学","東大",1,2,"早稲田"
"2004-05-30","東京六大学","東大",0,4,"早稲田"
"2004-05-30","東京六大学","東大",0,6,"明治"
"2004-05-30","東京六大学","東大",2,7,"慶應"
"2004-05-30","東京六大学","東大",4,3,"法政"
"2004-05-30","東京六大学","東大",3,2,"立教"
"2004-05-30","東京六大学","東大",1,16,"立教"
"2004-05-30","東京六大学","法政",2,3,"立教"
"2004-05-30","東京六大学","法政",0,3,"早稲田"
"2004-05-30","東京六大学","法政",9,0,"東大"
"2004-05-30","東京六大学","法政",20,0,"東大"
"2004-05-30","東京六大学","法政",4,1,"慶應"
"2004-05-30","東京六大学","法政",6,0,"明治"
"2004-05-30","東京六大学","立教",1,6,"慶應"
"2004-05-30","東京六大学","立教",4,1,"法政"
"2004-05-30","東京六大学","立教",7,0,"早稲田"
"2004-05-30","東京六大学","立教",7,4,"早稲田"
"2004-05-30","東京六大学","立教",5,2,"明治"
"2004-05-30","東京六大学","立教",3,8,"明治"
"2004-05-30","東京六大学","立教",5,3,"東大"
"2004-09-11","東京六大学","早稲田",1,3,"法政"
"2004-09-11","東京六大学","東大",1,0,"明治"
"2004-09-12","東京六大学","明治",6,1,"東大"
"2004-09-12","東京六大学","法政",4,7,"早稲田"
"2004-09-13","東京六大学","早稲田",0,5,"法政"
"2004-09-13","東京六大学","東大",7,8,"明治"
"2004-09-18","東京六大学","東大",1,18,"慶應"
"2004-09-18","東京六大学","立教",5,5,"法政"
"2004-09-19","東京六大学","慶應",17,3,"東大"
"2004-09-19","東京六大学","法政",6,3,"立教"
"2004-09-20","東京六大学","立教",8,9,"法政"
"2004-09-25","東京六大学","慶應",6,6,"立教"
"2004-09-25","東京六大学","早稲田",11,4,"明治"
"2004-09-26","東京六大学","明治",5,6,"早稲田"
"2004-09-26","東京六大学","立教",6,1,"慶應"
"2004-09-28","東京六大学","慶應",6,4,"立教"
"2004-10-02","東京六大学","東大",0,2,"早稲田"
"2004-10-02","東京六大学","法政",16,8,"明治"
"2004-10-06","東京六大学","早稲田",8,0,"東大"
"2004-10-06","東京六大学","明治",2,11,"法政"
"2004-10-10","東京六大学","法政",2,3,"慶應"
"2004-10-10","東京六大学","立教",0,1,"東大"
"2004-10-11","東京六大学","慶應",5,1,"法政"
"2004-10-11","東京六大学","東大",2,8,"立教"
"2004-10-12","東京六大学","立教",7,5,"東大"
"2004-10-16","東京六大学","慶應",0,3,"明治"
"2004-10-16","東京六大学","早稲田",2,1,"立教"
"2004-10-17","東京六大学","明治",0,8,"慶應"
"2004-10-17","東京六大学","立教",2,5,"早稲田"
"2004-10-18","東京六大学","慶應",6,1,"明治"
"2004-10-23","東京六大学","東大",0,9,"法政"
"2004-10-23","東京六大学","立教",1,2,"明治"
"2004-10-24","東京六大学","明治",5,2,"立教"
"2004-10-24","東京六大学","法政",10,1,"東大"
"2004-10-27","東京六大学","立教",4,1,"慶應"
"2004-10-31","東京六大学","早稲田",3,4,"慶應"
"2004-11-01","東京六大学","慶應",17,3,"東大"
"2004-11-01","東京六大学","慶應",6,6,"立教"
"2004-11-01","東京六大学","慶應",6,4,"立教"
"2004-11-01","東京六大学","慶應",5,1,"法政"
"2004-11-01","東京六大学","慶應",0,3,"明治"
"2004-11-01","東京六大学","慶應",6,1,"明治"
"2004-11-01","東京六大学","慶應",8,2,"早稲田"
"2004-11-01","東京六大学","早稲田",1,3,"法政"
"2004-11-01","東京六大学","早稲田",0,5,"法政"
"2004-11-01","東京六大学","早稲田",11,4,"明治"
"2004-11-01","東京六大学","早稲田",8,0,"東大"
"2004-11-01","東京六大学","早稲田",2,1,"立教"
"2004-11-01","東京六大学","早稲田",3,4,"慶應"
"2004-11-01","東京六大学","明治",6,1,"東大"
"2004-11-01","東京六大学","明治",5,6,"早稲田"
"2004-11-01","東京六大学","明治",2,11,"法政"
"2004-11-01","東京六大学","明治",0,8,"慶應"
"2004-11-01","東京六大学","明治",5,2,"立教"
"2004-11-01","東京六大学","東大",1,0,"明治"
"2004-11-01","東京六大学","東大",7,8,"明治"
"2004-11-01","東京六大学","東大",1,18,"慶應"
"2004-11-01","東京六大学","東大",0,2,"早稲田"
"2004-11-01","東京六大学","東大",2,8,"立教"
"2004-11-01","東京六大学","東大",0,9,"法政"
"2004-11-01","東京六大学","法政",4,7,"早稲田"
"2004-11-01","東京六大学","法政",6,3,"立教"
"2004-11-01","東京六大学","法政",16,8,"明治"
"2004-11-01","東京六大学","法政",2,3,"慶應"
"2004-11-01","東京六大学","法政",10,1,"東大"
"2004-11-01","東京六大学","立教",5,5,"法政"
"2004-11-01","東京六大学","立教",8,9,"法政"
"2004-11-01","東京六大学","立教",6,1,"慶應"
"2004-11-01","東京六大学","立教",4,1,"慶應"
"2004-11-01","東京六大学","立教",0,1,"東大"
"2004-11-01","東京六大学","立教",7,5,"東大"
"2004-11-01","東京六大学","立教",2,5,"早稲田"
"2004-11-01","東京六大学","立教",1,2,"明治"
"2005-04-09","東京六大学","慶應",5,3,"東大"
"2005-04-09","東京六大学","慶應",8,5,"明治"
"2005-04-09","東京六大学","慶應",6,3,"明治"
"2005-04-09","東京六大学","慶應",7,4,"立教"
"2005-04-09","東京六大学","慶應",4,0,"法政"
"2005-04-09","東京六大学","慶應",6,4,"早稲田"
"2005-04-09","東京六大学","早稲田",9,2,"立教"
"2005-04-09","東京六大学","早稲田",2,0,"立教"
"2005-04-09","東京六大学","早稲田",2,1,"法政"
"2005-04-09","東京六大学","早稲田",2,6,"法政"
"2005-04-09","東京六大学","早稲田",13,0,"東大"
"2005-04-09","東京六大学","早稲田",1,2,"明治"
"2005-04-09","東京六大学","早稲田",6,2,"明治"
"2005-04-09","東京六大学","早稲田",4,2,"慶應"
"2005-04-09","東京六大学","早稲田",4,1,"慶應"
"2005-04-09","東京六大学","明治",5,1,"立教"
"2005-04-09","東京六大学","明治",2,2,"立教"
"2005-04-09","東京六大学","明治",3,1,"慶應"
"2005-04-09","東京六大学","明治",4,3,"東大"
"2005-04-09","東京六大学","明治",0,8,"早稲田"
"2005-04-09","東京六大学","明治",5,5,"法政"
"2005-04-09","東京六大学","東大",0,1,"慶應"
"2005-04-09","東京六大学","東大",0,4,"法政"
"2005-04-09","東京六大学","東大",1,11,"法政"
"2005-04-09","東京六大学","東大",1,3,"早稲田"
"2005-04-09","東京六大学","東大",0,7,"明治"
"2005-04-09","東京六大学","東大",2,10,"立教"
"2005-04-09","東京六大学","法政",1,3,"東大"
"2005-04-09","東京六大学","法政",2,2,"早稲田"
"2005-04-09","東京六大学","法政",0,1,"早稲田"
"2005-04-09","東京六大学","法政",0,1,"立教"
"2005-04-09","東京六大学","法政",5,3,"慶應"
"2005-04-09","東京六大学","法政",0,2,"慶應"
"2005-04-09","東京六大学","法政",7,5,"明治"
"2005-04-09","東京六大学","法政",3,2,"明治"
"2005-04-09","東京六大学","立教",2,0,"早稲田"
"2005-04-09","東京六大学","立教",3,1,"明治"
"2005-04-09","東京六大学","立教",6,0,"明治"
"2005-04-09","東京六大学","立教",0,1,"慶應"
"2005-04-09","東京六大学","立教",3,2,"法政"
"2005-04-09","東京六大学","立教",2,1,"東大"
"2005-04-10","東京六大学","東大",0,1,"慶應"
"2005-04-10","東京六大学","立教",2,0,"早稲田"
"2005-04-12","東京六大学","早稲田",2,0,"立教"
"2005-04-16","東京六大学","明治",5,1,"立教"
"2005-04-16","東京六大学","東大",0,4,"法政"
"2005-04-17","東京六大学","法政",1,3,"東大"
"2005-04-17","東京六大学","立教",3,1,"明治"
"2005-04-18","東京六大学","明治",2,2,"立教"
"2005-04-18","東京六大学","東大",1,11,"法政"
"2005-04-19","東京六大学","立教",6,0,"明治"
"2005-04-23","東京六大学","慶應",8,5,"明治"
"2005-04-23","東京六大学","早稲田",2,1,"法政"
"2005-04-24","東京六大学","明治",3,1,"慶應"
"2005-04-24","東京六大学","法政",2,2,"早稲田"
"2005-04-25","東京六大学","慶應",6,3,"明治"
"2005-04-25","東京六大学","早稲田",2,6,"法政"
"2005-04-26","東京六大学","法政",0,1,"早稲田"
"2005-04-30","東京六大学","慶應",7,4,"立教"
"2005-04-30","東京六大学","早稲田",13,0,"東大"
"2005-05-01","東京六大学","東大",1,3,"早稲田"
"2005-05-01","東京六大学","立教",0,1,"慶應"
"2005-05-07","東京六大学","明治",4,3,"東大"
"2005-05-07","東京六大学","立教",3,2,"法政"
"2005-05-08","東京六大学","東大",0,7,"明治"
"2005-05-08","東京六大学","法政",0,1,"立教"
"2005-05-14","東京六大学","早稲田",1,2,"明治"
"2005-05-14","東京六大学","法政",5,3,"慶應"
"2005-05-15","東京六大学","慶應",4,0,"法政"
"2005-05-15","東京六大学","明治",0,8,"早稲田"
"2005-05-16","東京六大学","早稲田",6,2,"明治"
"2005-05-16","東京六大学","法政",0,2,"慶應"
"2005-05-21","東京六大学","法政",7,5,"明治"
"2005-05-21","東京六大学","立教",2,1,"東大"
"2005-05-22","東京六大学","明治",5,5,"法政"
"2005-05-22","東京六大学","東大",2,10,"立教"
"2005-05-23","東京六大学","法政",3,2,"明治"
"2005-05-28","東京六大学","早稲田",4,2,"慶應"
"2005-05-29","東京六大学","慶應",6,4,"早稲田"
"2005-05-31","東京六大学","早稲田",4,1,"慶應"
"2005-09-10","東京六大学","慶應",5,7,"明治"
"2005-09-10","東京六大学","慶應",3,2,"立教"
"2005-09-10","東京六大学","慶應",6,1,"立教"
"2005-09-10","東京六大学","慶應",16,2,"東大"
"2005-09-10","東京六大学","慶應",5,6,"法政"
"2005-09-10","東京六大学","慶應",1,4,"早稲田"
"2005-09-10","東京六大学","早稲田",0,1,"東大"
"2005-09-10","東京六大学","早稲田",21,0,"東大"
"2005-09-10","東京六大学","早稲田",0,3,"法政"
"2005-09-10","東京六大学","早稲田",5,0,"明治"
"2005-09-10","東京六大学","早稲田",3,1,"明治"
"2005-09-10","東京六大学","早稲田",4,2,"立教"
"2005-09-10","東京六大学","早稲田",5,2,"慶應"
"2005-09-10","東京六大学","明治",3,1,"慶應"
"2005-09-10","東京六大学","明治",9,4,"法政"
"2005-09-10","東京六大学","明治",7,9,"法政"
"2005-09-10","東京六大学","明治",7,5,"早稲田"
"2005-09-10","東京六大学","明治",2,3,"立教"
"2005-09-10","東京六大学","明治",3,1,"東大"
"2005-09-10","東京六大学","東大",0,5,"早稲田"
"2005-09-10","東京六大学","東大",0,4,"立教"
"2005-09-10","東京六大学","東大",0,2,"慶應"
"2005-09-10","東京六大学","東大",0,6,"法政"
"2005-09-10","東京六大学","東大",0,1,"明治"
"2005-09-10","東京六大学","法政",8,5,"明治"
"2005-09-10","東京六大学","法政",3,6,"早稲田"
"2005-09-10","東京六大学","法政",6,1,"早稲田"
"2005-09-10","東京六大学","法政",5,0,"東大"
"2005-09-10","東京六大学","法政",4,1,"慶應"
"2005-09-10","東京六大学","法政",4,0,"立教"
"2005-09-10","東京六大学","立教",7,2,"東大"
"2005-09-10","東京六大学","立教",3,2,"慶應"
"2005-09-10","東京六大学","立教",3,9,"明治"
"2005-09-10","東京六大学","立教",4,3,"明治"
"2005-09-10","東京六大学","立教",2,3,"早稲田"
"2005-09-10","東京六大学","立教",2,3,"法政"
"2005-09-11","東京六大学","明治",3,1,"慶應"
"2005-09-12","東京六大学","東大",0,5,"早稲田"
"2005-09-13","東京六大学","早稲田",21,0,"東大"
"2005-09-17","東京六大学","明治",9,4,"法政"
"2005-09-17","東京六大学","東大",0,4,"立教"
"2005-09-18","東京六大学","法政",8,5,"明治"
"2005-09-18","東京六大学","立教",7,2,"東大"
"2005-09-19","東京六大学","明治",7,9,"法政"
"2005-09-25","東京六大学","慶應",3,2,"立教"
"2005-09-25","東京六大学","法政",3,6,"早稲田"
"2005-09-26","東京六大学","早稲田",0,3,"法政"
"2005-09-26","東京六大学","立教",3,2,"慶應"
"2005-09-27","東京六大学","慶應",6,1,"立教"
"2005-09-27","東京六大学","法政",6,1,"早稲田"
"2005-10-01","東京六大学","早稲田",5,0,"明治"
"2005-10-01","東京六大学","東大",0,2,"慶應"
"2005-10-02","東京六大学","慶應",16,2,"東大"
"2005-10-02","東京六大学","明治",7,5,"早稲田"
"2005-10-03","東京六大学","早稲田",3,1,"明治"
"2005-10-08","東京六大学","東大",0,6,"法政"
"2005-10-08","東京六大学","立教",3,9,"明治"
"2005-10-11","東京六大学","明治",2,3,"立教"
"2005-10-11","東京六大学","法政",5,0,"東大"
"2005-10-12","東京六大学","立教",4,3,"明治"
"2005-10-15","東京六大学","早稲田",4,2,"立教"
"2005-10-15","東京六大学","法政",4,1,"慶應"
"2005-10-16","東京六大学","慶應",5,6,"法政"
"2005-10-16","東京六大学","立教",2,3,"早稲田"
"2005-10-22","東京六大学","東大",0,1,"明治"
"2005-10-22","東京六大学","立教",2,3,"法政"
"2005-10-23","東京六大学","明治",3,1,"東大"
"2005-10-23","東京六大学","法政",4,0,"立教"
"2005-10-29","東京六大学","早稲田",5,2,"慶應"
"2005-10-30","東京六大学","慶應",1,4,"早稲田"
"2006-04-08","東京六大学","慶應",14,2,"立教"
"2006-04-08","東京六大学","慶應",1,5,"法政"
"2006-04-08","東京六大学","慶應",0,3,"法政"
"2006-04-08","東京六大学","慶應",7,0,"東大"
"2006-04-08","東京六大学","慶應",9,3,"明治"
"2006-04-08","東京六大学","慶應",4,3,"明治"
"2006-04-08","東京六大学","慶應",0,3,"早稲田"
"2006-04-08","東京六大学","慶應",2,8,"早稲田"
"2006-04-08","東京六大学","早稲田",16,1,"東大"
"2006-04-08","東京六大学","早稲田",6,0,"明治"
"2006-04-08","東京六大学","早稲田",4,1,"立教"
"2006-04-08","東京六大学","早稲田",9,0,"法政"
"2006-04-08","東京六大学","早稲田",4,1,"法政"
"2006-04-08","東京六大学","早稲田",6,7,"慶應"
"2006-04-08","東京六大学","明治",1,0,"立教"
"2006-04-08","東京六大学","明治",7,5,"早稲田"
"2006-04-08","東京六大学","明治",6,2,"早稲田"
"2006-04-08","東京六大学","明治",5,1,"東大"
"2006-04-08","東京六大学","明治",6,4,"慶應"
"2006-04-08","東京六大学","明治",4,7,"法政"
"2006-04-08","東京六大学","東大",4,7,"法政"
"2006-04-08","東京六大学","東大",0,10,"早稲田"
"2006-04-08","東京六大学","東大",0,7,"慶應"
"2006-04-08","東京六大学","東大",0,14,"明治"
"2006-04-08","東京六大学","東大",1,6,"立教"
"2006-04-08","東京六大学","法政",19,3,"東大"
"2006-04-08","東京六大学","法政",1,1,"慶應"
"2006-04-08","東京六大学","法政",15,5,"立教"
"2006-04-08","東京六大学","法政",3,1,"早稲田"
"2006-04-08","東京六大学","法政",5,1,"明治"
"2006-04-08","東京六大学","立教",3,4,"慶應"
"2006-04-08","東京六大学","立教",4,1,"明治"
"2006-04-08","東京六大学","立教",5,8,"明治"
"2006-04-08","東京六大学","立教",2,16,"法政"
"2006-04-08","東京六大学","立教",4,5,"早稲田"
"2006-04-08","東京六大学","立教",10,5,"東大"
"2006-04-09","東京六大学","慶應",14,2,"立教"
"2006-04-09","東京六大学","法政",19,3,"東大"
"2006-04-15","東京六大学","東大",0,10,"早稲田"
"2006-04-15","東京六大学","立教",4,1,"明治"
"2006-04-16","東京六大学","早稲田",16,1,"東大"
"2006-04-16","東京六大学","明治",1,0,"立教"
"2006-04-17","東京六大学","立教",5,8,"明治"
"2006-04-22","東京六大学","慶應",1,5,"法政"
"2006-04-22","東京六大学","明治",7,5,"早稲田"
"2006-04-23","東京六大学","早稲田",6,0,"明治"
"2006-04-23","東京六大学","法政",1,1,"慶應"
"2006-04-24","東京六大学","慶應",0,3,"法政"
"2006-04-24","東京六大学","明治",6,2,"早稲田"
"2006-04-29","東京六大学","慶應",7,0,"東大"
"2006-04-29","東京六大学","立教",2,16,"法政"
"2006-04-30","東京六大学","東大",0,7,"慶應"
"2006-04-30","東京六大学","法政",15,5,"立教"
"2006-05-06","東京六大学","東大",0,14,"明治"
"2006-05-06","東京六大学","立教",4,5,"早稲田"
"2006-05-08","東京六大学","早稲田",4,1,"立教"
"2006-05-08","東京六大学","明治",5,1,"東大"
"2006-05-14","東京六大学","慶應",9,3,"明治"
"2006-05-14","東京六大学","早稲田",9,0,"法政"
"2006-05-15","東京六大学","明治",6,4,"慶應"
"2006-05-15","東京六大学","法政",3,1,"早稲田"
"2006-05-16","東京六大学","慶應",4,3,"明治"
"2006-05-16","東京六大学","早稲田",4,1,"法政"
"2006-05-20","東京六大学","明治",4,7,"法政"
"2006-05-20","東京六大学","東大",1,6,"立教"
"2006-05-21","東京六大学","法政",5,1,"明治"
"2006-05-21","東京六大学","立教",10,5,"東大"
"2006-05-28","東京六大学","慶應",0,3,"早稲田"
"2006-05-29","東京六大学","早稲田",6,7,"慶應"
"2006-05-30","東京六大学","慶應",2,8,"早稲田"
"2006-09-09","東京六大学","慶應",5,3,"立教"
"2006-09-09","東京六大学","慶應",4,5,"法政"
"2006-09-09","東京六大学","慶應",5,1,"東大"
"2006-09-09","東京六大学","慶應",0,1,"明治"
"2006-09-09","東京六大学","慶應",2,4,"早稲田"
"2006-09-09","東京六大学","早稲田",7,0,"東大"
"2006-09-09","東京六大学","早稲田",1,7,"明治"
"2006-09-09","東京六大学","早稲田",4,2,"明治"
"2006-09-09","東京六大学","早稲田",3,0,"立教"
"2006-09-09","東京六大学","早稲田",3,0,"法政"
"2006-09-09","東京六大学","早稲田",1,5,"慶應"
"2006-09-09","東京六大学","早稲田",1,2,"慶應"
"2006-09-09","東京六大学","明治",1,4,"立教"
"2006-09-09","東京六大学","明治",2,3,"早稲田"
"2006-09-09","東京六大学","明治",8,4,"東大"
"2006-09-09","東京六大学","明治",5,4,"慶應"
"2006-09-09","東京六大学","明治",6,0,"法政"
"2006-09-09","東京六大学","東大",0,4,"法政"
"2006-09-09","東京六大学","東大",0,11,"早稲田"
"2006-09-09","東京六大学","東大",0,4,"慶應"
"2006-09-09","東京六大学","東大",0,9,"明治"
"2006-09-09","東京六大学","東大",1,12,"立教"
"2006-09-09","東京六大学","法政",7,2,"東大"
"2006-09-09","東京六大学","法政",0,4,"慶應"
"2006-09-09","東京六大学","法政",4,3,"慶應"
"2006-09-09","東京六大学","法政",0,1,"立教"
"2006-09-09","東京六大学","法政",1,6,"早稲田"
"2006-09-09","東京六大学","法政",5,6,"明治"
"2006-09-09","東京六大学","立教",0,8,"慶應"
"2006-09-09","東京六大学","立教",4,2,"明治"
"2006-09-09","東京六大学","立教",1,4,"法政"
"2006-09-09","東京六大学","立教",3,4,"法政"
"2006-09-09","東京六大学","立教",0,3,"早稲田"
"2006-09-09","東京六大学","立教",3,0,"東大"
"2006-09-10","東京六大学","慶應",5,3,"立教"
"2006-09-10","東京六大学","法政",7,2,"東大"
"2006-09-16","東京六大学","明治",1,4,"立教"
"2006-09-16","東京六大学","東大",0,11,"早稲田"
"2006-09-17","東京六大学","早稲田",7,0,"東大"
"2006-09-17","東京六大学","立教",4,2,"明治"
"2006-09-23","東京六大学","早稲田",1,7,"明治"
"2006-09-23","東京六大学","法政",0,4,"慶應"
"2006-09-24","東京六大学","慶應",4,5,"法政"
"2006-09-24","東京六大学","明治",2,3,"早稲田"
"2006-09-25","東京六大学","早稲田",4,2,"明治"
"2006-09-25","東京六大学","法政",4,3,"慶應"
"2006-09-30","東京六大学","東大",0,4,"慶應"
"2006-09-30","東京六大学","立教",1,4,"法政"
"2006-10-01","東京六大学","慶應",5,1,"東大"
"2006-10-01","東京六大学","法政",0,1,"立教"
"2006-10-02","東京六大学","立教",3,4,"法政"
"2006-10-07","東京六大学","早稲田",3,0,"立教"
"2006-10-07","東京六大学","東大",0,9,"明治"
"2006-10-08","東京六大学","明治",8,4,"東大"
"2006-10-08","東京六大学","立教",0,3,"早稲田"
"2006-10-14","東京六大学","早稲田",3,0,"法政"
"2006-10-14","東京六大学","明治",5,4,"慶應"
"2006-10-15","東京六大学","慶應",0,1,"明治"
"2006-10-15","東京六大学","法政",1,6,"早稲田"
"2006-10-21","東京六大学","明治",6,0,"法政"
"2006-10-21","東京六大学","東大",1,12,"立教"
"2006-10-22","東京六大学","法政",5,6,"明治"
"2006-10-22","東京六大学","立教",3,0,"東大"
"2006-10-28","東京六大学","早稲田",1,5,"慶應"
"2006-10-29","東京六大学","慶應",2,4,"早稲田"
"2006-10-30","東京六大学","早稲田",1,2,"慶應"
"2007-04-14","東京六大学","慶應",8,0,"立教"
"2007-04-14","東京六大学","慶應",0,9,"明治"
"2007-04-14","東京六大学","慶應",6,0,"東大"
"2007-04-14","東京六大学","慶應",7,4,"法政"
"2007-04-14","東京六大学","慶應",7,3,"早稲田"
"2007-04-14","東京六大学","慶應",2,7,"早稲田"
"2007-04-14","東京六大学","早稲田",12,2,"東大"
"2007-04-14","東京六大学","早稲田",3,0,"法政"
"2007-04-14","東京六大学","早稲田",7,5,"立教"
"2007-04-14","東京六大学","早稲田",5,0,"明治"
"2007-04-14","東京六大学","早稲田",9,5,"慶應"
"2007-04-14","東京六大学","明治",6,1,"東大"
"2007-04-14","東京六大学","明治",7,5,"慶應"
"2007-04-14","東京六大学","明治",4,0,"立教"
"2007-04-14","東京六大学","明治",0,2,"早稲田"
"2007-04-14","東京六大学","明治",7,6,"法政"
"2007-04-14","東京六大学","東大",0,8,"早稲田"
"2007-04-14","東京六大学","東大",0,8,"明治"
"2007-04-14","東京六大学","東大",0,11,"慶應"
"2007-04-14","東京六大学","東大",0,8,"法政"
"2007-04-14","東京六大学","東大",3,7,"法政"
"2007-04-14","東京六大学","東大",0,11,"立教"
"2007-04-14","東京六大学","法政",6,4,"立教"
"2007-04-14","東京六大学","法政",2,13,"早稲田"
"2007-04-14","東京六大学","法政",2,2,"東大"
"2007-04-14","東京六大学","法政",2,3,"慶應"
"2007-04-14","東京六大学","法政",3,7,"明治"
